gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ADR OTTAWA,2017,2,2,0
ADR OTTAWA,2018,1,0,1
BELL CANADA,2016,2,2,0
BELL CANADA,2017,1,1,0
BELL CANADA,2018,1,1,0
BELL CANADA,2019,1,1,0
BENNETT DAVID LLB,2016,1,1,0
BENNETT DAVID LLB,2017,2,2,0
CLA PERSONNEL,2018,2,1,1
DENTONS CANADA,2017,2,1,1
DENTONS CANADA,2018,2,0,2
DENTONS CANADA,2019,1,0,1
EXCEL HUMAN RESOURCES,2018,1,1,0
EXCEL HUMAN RESOURCES,2019,1,0,1
GLOBAL MINDFUL SOLUTIONS,2018,1,1,0
GLOBAL MINDFUL SOLUTIONS,2019,2,2,0
GOSS GILROY,2017,1,1,0
GOSS GILROY,2019,1,1,0
PUBLIC SERVICES AND PROCUREMENT CANADA,2018,1,1,0
PUBLIC SERVICES AND PROCUREMENT CANADA,2019,4,3,1
YINGST BARTEL ADR,2017,4,4,0
