gen_vendor_normalized,total_entries,total_contracts,total_amendments
WSP,413,235,178
ALPINE HELICOPTERS,390,382,8
IMPERIAL OIL,367,353,14
STANTEC,356,185,171
FORD MOTOR COMPANY,344,343,1
MCELHANNEY ASSOCIATES,343,244,99
PARKLAND INDUSTRIES,289,284,5
GENERAL MOTORS,268,261,7
BLUEWAVE ENERGY,248,246,2
KAYWAY INDUSTRIES,221,217,4
CANADIAN CORPS OF COMMISSIONAIRES,218,191,27
XEROX,206,181,25
ENSEIGNES PATTISON SIGN GROUP,184,175,9
YOURTECA,166,154,12
4REFUEL CANADA,164,164,0
HUSKY OIL MARKETING,156,156,0
BIG EDDY FUEL SERVICES,154,154,0
COSSETTE COMMUNICATIONS,152,149,3
CDW CANADA,151,150,1
AECOM,142,84,58
FCA CANADA,136,129,7
GREAT SLAVE HELICOPTERS,134,133,1
COTTON CANDY MISSISSAUGA,133,130,3
SNC LAVALIN,125,63,62
ARROW HELICOPTERS,117,106,11
CANADIAN HELICOPTERS,116,109,7
NSC MINERALS,113,104,9
HAUL ALL EQUIPMENT,113,111,2
BIGHORN HELICOPTERS,107,103,4
EXCEL HUMAN RESOURCES,106,74,32
CHRYSLER CANADA,102,102,0
FLIGHT FUELS,101,97,4
LYNK ELECTRIC,99,92,7
BUCKLAND TAYLOR,96,86,10
OKANAGAN AGGREGATES,92,50,42
GOLDER ASSOCIATES,87,66,21
CANON,83,75,8
JIM PATTISON INDUSTRIES,80,78,2
COWI NORTH AMERICA,74,72,2
KROMAR PRINTING,73,71,2
SUNCOR ENERGY PRODUCTS PARTNERSHIP,71,69,2
SUBARU CANADA,70,67,3
NISSAN CANADA,69,67,2
CODAN RADIO COMMUNICATIONS,69,67,2
MUSTANG HELICOPTERS,69,53,16
GOODFELLOW,68,66,2
K S SEL WINDSOR,67,50,17
ASSOCIATED ENGINEERING ALBERTA,61,31,30
TETRA TECH EBA,59,40,19
UNIVERSAL HELICOPTERS,58,54,4
EBA ENGINEERING CONSULTANTS,57,48,9
NORTHWESTERN AIR LEASE,57,53,4
