gen_vendor_normalized,total_entries,total_contracts,total_amendments
NORTHERN MICRO,87,86,1
GRAND TOY,61,61,0
CANON,58,56,2
TERAMACH TECHNOLOGIES,54,54,0
MICROSOFT CANADA,54,53,1
ORACLE CANADA,48,48,0
XEROX,43,42,1
PRINTERS PLUS,42,42,0
STAPLES ADVANTAGE DIVISION OF CORPORATE EXP,42,42,0
COMPUTER MEDIA PRODUCTS,38,38,0
IBM CANADA,37,36,1
STONEWORKS TECHNOLOGIES,32,32,0
SOFTCHOICE,32,32,0
GENESIS INTEGRATION,31,31,0
CANADIAN CORPS OF COMMISSIONAIRES,29,28,1
CORPORATE EXPRESS,27,27,0
GLOBAL UPHOLSTERY,26,26,0
TEKNION,26,26,0
PITNEY BOWES,25,25,0
OPENTEXT,24,24,0
TOTEM OFFISOURCE,23,21,2
CORADIX TECHNOLOGY CONSULTING,22,22,0
SYBASE CANADA,21,21,0
GARTNER,20,20,0
SAP,19,19,0
THE COMPUTER MEDIA GROUP,19,19,0
BELL CANADA,18,16,2
KROMAR PRINTING,18,18,0
NISHA TECHONOLOGIES,17,17,0
COMPUZONIC,17,17,0
CONEXSYS,17,17,0
RIDEAU RECOGNITION SOLUTIONS,17,17,0
COSSETTE COMMUNICATIONS,17,17,0
ESRI,16,16,0
R E GILMORE INVESTMENTS,16,16,0
ECLIPSYS SOLUTIONS,16,16,0
MJS BIOLYNX,15,14,1
ABI ADVANCED BUSINESS INTERIORS OTTAWA,15,14,1
CDW CANADA,15,15,0
VWR INTERNATIONAL,14,14,0
EXCEL HUMAN RESOURCES,14,14,0
SAS INSTITUTE,14,14,0
COHEN AND COHEN,14,14,0
SHARP ELECTRONICS,13,12,1
ADIRONDACK TECHNOLOGIES FURNITURE,13,13,0
THE AIM GROUP,13,13,0
GILMORE PRINTING SERVICES,12,12,0
TRANSPOLAR TECHNOLOGY,12,12,0
AGILITY LOGISTICS MISSISSAUGA ON,12,12,0
ASOKAN BUSINESS INTERIORS,12,12,0
HEWLETT PACKARD,12,12,0
NOVA NETWORKS,12,12,0
