gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
417 BUS LINE,2016,1,1,0
417 BUS LINE,2017,3,0,3
417 BUS LINE,2018,3,2,1
ADVANCED CHIPPEWA TECHNOLOGIES,2016,1,1,0
ADVANCED CHIPPEWA TECHNOLOGIES,2017,2,2,0
ADVANCED CHIPPEWA TECHNOLOGIES,2018,1,1,0
CTM MEDIA GROUP,2016,1,1,0
CTM MEDIA GROUP,2017,2,1,1
CTM MEDIA GROUP,2018,1,1,0
CTM MEDIA GROUP,2019,1,1,0
DUOSON MULTIMEDIA,2019,6,4,2
FREEBALANCE,2016,1,1,0
FREEBALANCE,2017,1,1,0
FREEBALANCE,2018,1,1,0
FREEBALANCE,2019,2,2,0
HEWLETT PACKARD,2016,1,1,0
HEWLETT PACKARD,2017,1,0,1
HEWLETT PACKARD,2018,1,1,0
HEWLETT PACKARD,2019,1,0,1
HILTON LAC LEAMY,2016,1,1,0
HILTON LAC LEAMY,2018,5,5,0
HILTON LAC LEAMY,2019,1,1,0
IDS SYSTEMS CONSULTANTS,2017,3,2,1
IDS SYSTEMS CONSULTANTS,2018,2,0,2
IDS SYSTEMS CONSULTANTS,2019,4,4,0
LORD ELGIN HOTEL,2016,1,1,0
LORD ELGIN HOTEL,2017,4,1,3
LORD ELGIN HOTEL,2018,4,4,0
LORD ELGIN HOTEL,2019,4,4,0
TOSHIBA CLIENT SOLUTIONS CAN,2017,1,1,0
TOSHIBA CLIENT SOLUTIONS CAN,2018,7,6,1
