gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2017,1,1,0
ALTIS HUMAN RESOURCES,2019,2,2,0
BRENDA KEEN CONSULTING,2017,1,1,0
BRENDA KEEN CONSULTING,2018,2,2,0
BRYMARK,2017,1,1,0
BRYMARK,2018,2,1,1
CGI,2017,2,2,0
CGI,2019,1,1,0
GOSS GILROY,2017,2,1,1
GOSS GILROY,2018,1,1,0
GOSS GILROY,2019,1,1,0
NITAM SOLUTIONS,2019,3,3,0
PRA,2017,1,1,0
PRA,2018,2,2,0
PRA,2019,2,2,0
QUANTUM MANAGEMENT SERVICES,2017,3,3,0
QUANTUM MANAGEMENT SERVICES,2018,1,1,0
SOUTHSIDE COMMUNICATIONS,2017,1,1,0
SOUTHSIDE COMMUNICATIONS,2018,2,0,2
SOUTHSIDE COMMUNICATIONS,2019,2,1,1
VERSACOM,2017,1,1,0
VERSACOM,2018,1,0,1
VERSACOM,2019,1,0,1
