gen_vendor_normalized,total_entries,total_contracts,total_amendments
MCKESSON CANADA,3426,3384,42
CANADIAN CORPS OF COMMISSIONAIRES,1050,719,331
OEI KRUEGER,682,669,13
ARI FINANCIAL SERVICES,462,375,87
IMPERIAL OIL,352,298,54
MEDALLION MILK,302,230,72
XEROX,288,266,22
FORD MOTOR COMPANY,288,261,27
TEKNION,237,227,10
DYNACARE,195,155,40
SALVATION ARMY,193,83,110
CASSELMAN WOODCRAFT,187,97,90
NORTHFIELD METAL PRODUCTS,156,128,28
RUSSEL METALS,153,144,9
TECHNE SEATING COMPONENT,138,74,64
PUROLATOR,137,103,34
AIR INUIT,127,124,3
FCA CANADA,122,106,16
FLEX KNIT,119,114,5
ALIMENTS CHICOINE,104,104,0
GENERAL MOTORS,102,99,3
IRVING OIL,100,95,5
CHRYSLER CANADA,98,98,0
NISSAN CANADA,97,76,21
BLUEWAVE ENERGY,89,80,9
SIEMENS,85,77,8
ROBERT BURY AND CANADA,83,78,5
BEDARD RESSOURCES,80,66,14
MILL SUPPLY,78,72,6
PODOLINSKY EQUIPMENT,77,75,2
THE MASHA KRUPP TRANSLATION GROUP,76,53,23
SAMUEL ET FILS ET CIE QUEBEC,76,75,1
PERSONNEL ALTER EGO,75,64,11
CALIAN,74,41,33
MOTOROLA SOLUTIONS CANADA,73,71,2
SUPER CHANNEL INTERNATIONAL,72,66,6
ARBORITE,72,66,6
HUMANSCALE,71,64,7
REGULVAR,67,66,1
BARGREEN ELLINGSON,67,66,1
LIONBRIDGE,66,53,13
CONSTRUCTION L MORIN,65,60,5
COMMONWEALTH PLYWOOD,65,65,0
GORDON FOOD SERVICE CANADA,65,65,0
STEDFAST,63,44,19
D DOYLE INSTALLATIONS,63,61,2
MASHA KRUPP TRANSLATION GROUP THE,62,53,9
SISMO EXTRUSIONS,61,58,3
SAMUEL ET FILS ET CIE,59,58,1
588026 ALBERTA,58,55,3
CANON,58,57,1
SUMMIT CANADA DISTRIBUTORS,56,56,0
CALSTONE,52,50,2
CHEMTICK COATED FABRICS,52,51,1
SHARP ELECTRONICS,51,45,6
CONSTRUCTION BLANCHARD FRERE 1994,49,46,3
GROUP DEKKO,48,47,1
RICHELIEU HARDWARE QUINCAILLERIE RICHELIEU,47,44,3
HYUNDAI AUTO CANADA,45,32,13
WESCO DISTRIBUTION CANADA,45,44,1
TYCO INTEGRATED FIRE AND SECURITY,45,39,6
BRETON MICHEL MD,44,22,22
HEALTHMARK,44,43,1
MERCK FROSST,43,20,23
CARDINAL HEALTH CANADA,42,41,1
BAKER TEXTILES,42,40,2
CHESTNUT RIDGE FOAM,42,31,11
CANADA POST,42,38,4
MARCOMM,41,27,14
MACEWEN PETROLEUM,41,29,12
NORTHERN MICRO,41,36,5
BARDON SUPPLIES,38,36,2
EXCEL HUMAN RESOURCES,38,36,2
GLOBE SPRING CUSHION,38,34,4
PRISM POWDER COATINGS,37,32,5
WOLSELEY CANADA,37,36,1
CATHOLIC SOCIAL SERVICES,37,10,27
ST LEONARDS COMMUNITY SERVICES,37,10,27
FOAMCO INDUSTRIES,37,37,0
PROVIDENCE HEALTH CARE,37,37,0
RICOH,36,36,0
PACIFIC SAFETY PRODUCTS,36,29,7
MITSUBISHI MOTOR SALES OF CANADA,36,26,10
JOHN HOWARD SOCIETY,36,20,16
JOHN HOWARD SOCIETY OF OTTAWA,36,14,22
ALIMENTS MARINA,36,34,2
GFS BRITISH COLUMBIA,36,36,0
POLARIS INDUSTRIES,35,26,9
MOMENTUM TEXTILES,35,35,0
INDIGENOUS SPIRITUAL ELDERS OF CANADA,34,28,6
SENSTAR,34,23,11
TUYAUTERIE DUNOR,34,33,1
HUMANSCALE CANADA,34,28,6
QUINTET CONSULTING,34,28,6
EVERSOFT FIBRE AND FOAM,33,33,0
TOYOTA CANADA,33,21,12
SOCIETE EMMANUEL GREGOIRE,32,13,19
STAPLES ADVANTAGE CANADA,32,32,0
GRAND AND TOY,31,31,0
PRINTERS PLUS,31,31,0
ECOLE DE LANGUES ABCE,31,26,5
VIA TRAVAIL,31,18,13
PRATTS FOOD SERVICE ALBERTA,31,31,0
CONTROLS AND EQUIPMENT,31,25,6
MULTI OPTION NURSING,31,15,16
DELCO AUTOMATION,30,25,5
JOHN HOWARD SOCIETY OF TORONTO,30,10,20
UTC FIRE AND SECURITY CANADA,30,23,7
DOR VAL MANUFACTURING,29,29,0
AV TECH,29,26,3
LARCH HALF WAY HOUSE OF SUDBURY,29,10,19
LPG INSTALLATIONS,28,26,2
CANTIN ET FILS,28,28,0
VENTILABEC,28,25,3
DYNAMIC PERSONNEL CONSULTANTS,28,18,10
DOUBLETEX,27,22,5
GROOM ASSOCIES,27,27,0
PEPCO ATLANTIC,27,24,3
WESTCOAST GENESIS SOCIETY,27,12,15
STANLEY BLACK AND DECKER CANADA,27,26,1
DAY AND ROSS,26,20,6
TELUS CANADA,26,25,1
GAMMA DYNACARE MEDICAL LABORATORY,26,25,1
SAGE DATA SOLUTIONS,26,23,3
THORPE BROTHERS,25,22,3
MICROSOFT CANADA,25,23,2
WSP,25,23,2
HONEYWELL,25,25,0
ELIZABETH FRY SOCIETY,25,10,15
PALADIN TECHNOLOGIES,24,16,8
JOHN HOWARD SOCIETY OF THE LOWER MAINLAND OF BC THE,24,12,12
GLAXOSMITHKLINE,24,19,5
ACKLANDS GRAINGER,24,24,0
UNDERWEAR MILLS,24,21,3
SOFTCHOICE,24,22,2
FERO WASTE AND RECYCLING,24,12,12
SEATPLY,24,20,4
CE HARRISON SONS,23,23,0
