gen_vendor_normalized,total_entries,total_contracts,total_amendments
ACCESS 2 NETWORKS,24,21,3
STONEWORKS TECHNOLOGIES,16,16,0
COFOMO,12,7,5
SOFTCHOICE,12,12,0
A HUNDRED ANSWERS,12,5,7
NISHA TECHONOLOGIES,11,11,0
GARTNER,11,11,0
ALTIS HUMAN RESOURCES,10,7,3
EXCEL HUMAN RESOURCES,9,4,5
RICOH,9,7,2
BDO CANADA,9,9,0
SAMSON ASSOCIES,8,7,1
ITEX,8,8,0
MICROSOFT CANADA,8,8,0
COMPUCOM CANADA,7,7,0
GCSTRATEGIES,7,3,4
NITAM SOLUTIONS,7,7,0
GROUPE VOXCO,6,4,2
HAY GROUP,6,3,3
BAYARD CANADA,6,6,0
ERNST YOUNG,6,4,2
GRAYBRIDGE INTERNATIONAL CONSULTING,6,3,3
ORANGUTECH,5,3,2
IBM CANADA,5,4,1
BLACKBERRY,5,5,0
OPENFRAME TECHNOLOGIES,5,2,3
CSDC SYSTEMS,4,2,2
THE RIGHT DOOR CONSULTING,4,3,1
ORACLE CANADA,4,4,0
FESTIVAL PROMOTIONS,4,3,1
IRON MOUNTAIN CDA OPRATINS,4,3,1
FREEBALANCE,4,4,0
PRA,4,3,1
CACHE COMPUTER CONSULTING,4,3,1
ELM PRINTING,4,2,2
TURTLE TECHNOLOGIES,4,1,3
DLS TECHNOLOGY,4,4,0
MNP,4,4,0
SCIENCE METRIX,3,2,1
KPMG,3,1,2
LEAN AGILITY,3,3,0
LES PUBLICATIONS BDL,3,3,0
LES PUBLICATIONS BLD,3,3,0
LINKBYNET,3,1,2
CANADIAN CORPS OF COMMISSIONAIRES,3,3,0
ASOKAN BUSINESS INTERIORS,3,3,0
MAXSYS PROFESSIONALS AND,3,3,0
MESSA COMPUTING,3,3,0
MICROFICHES,3,3,0
ECOLE CREUSOT,3,1,2
CARLSON WAGONLIT GLOBAL TRAVEL,3,1,2
OPSWAT,3,3,0
ENTRUST,3,3,0
QUANTUM MANAGEMENT SERVICES,3,1,2
CGI,3,3,0
SAP,3,3,0
CNW GROUP,3,3,0
TES CONTRACT SERVICES,3,1,2
HILTON GARDEN INN,3,1,2
9088 5542 QUEBEC,3,2,1
WORDTASK INFORMATION,3,2,1
PROLOGIC SYSTEMS,2,1,1
PROACTIVE SECURITY,2,2,0
PRIORITY MANAGEMENT,2,1,1
ERGOPRIME,2,1,1
BRYMARK,2,2,0
APPLIED ELECTONICS,2,2,0
SDL INTERNATIONAL CANADA,2,2,0
SECLORE,2,2,0
PLEIAD CANADA,2,2,0
SIMPLEX GRINNELL,2,2,0
VMWARE,2,2,0
GLOBAL KNOWLEDGE,2,1,1
