gen_vendor_normalized,total_entries,total_contracts,total_amendments
BELL CANADA,938,631,307
TERAMACH TECHNOLOGIES,856,733,123
TELUS CANADA,652,462,190
NORTHERN MICRO,487,434,53
IBM CANADA,453,294,159
CBCI TELECOM,439,381,58
ITEX,410,355,55
COMPUCOM CANADA,400,290,110
COMBAT NETWORKS,376,259,117
STONEWORKS TECHNOLOGIES,368,340,28
ADVANCED CHIPPEWA TECHNOLOGIES,352,251,101
MAPLESOFT CONSULTING,335,138,197
TELECOM COMPUTER SERVICES,245,226,19
DELL COMPUTER,225,186,39
DECISIVE TECHNOLOGIES,218,200,18
MTS ALLSTREAM,215,165,50
CONEXSYS,213,169,44
ONX ENTERPRISE SOLUTIONS,211,186,25
SOFTCHOICE,201,159,42
HEWLETT PACKARD,185,115,70
ECLIPSYS SOLUTIONS,180,133,47
COMPUGEN,178,170,8
TES CONTRACT SERVICES,175,58,117
CDW CANADA,167,146,21
DALIAN ENTERPRISES,158,111,47
ADRM TECHNOLOGY CONSULTING,152,73,79
ZAYO CANADA,143,103,40
TRANSPOLAR TECHNOLOGY,143,107,36
VMWARE,139,75,64
IPSS,132,97,35
AVI SPL CANADA,130,116,14
PURELOGIC,127,113,14
RICOH,123,86,37
CANADIAN CORPS OF COMMISSIONAIRES,121,99,22
ASOKAN BUSINESS INTERIORS,119,97,22
CLICK NETWORKS,115,104,11
DNR CONSULTING GROUP,109,98,11
TRM TECHNOLOGIES,105,43,62
EXCEL HUMAN RESOURCES,100,60,40
TELESAT,99,30,69
IBISKA TELECOM,92,52,40
NISHA TECHONOLOGIES,92,70,22
INSA,91,72,19
GENESIS INTEGRATION,91,73,18
ACCESS 2 NETWORKS,90,77,13
INTEGRA NETWORKS,87,75,12
GARTNER,87,77,10
OPEN STORAGE SOLUTIONS,84,65,19
TPG TECHNOLOGY CONSULTANTS,80,42,38
TEKSYSTEMS CANADA,78,40,38
CITRIX,75,53,22
ZYCOM,75,64,11
ROGERS,74,38,36
CARAHSOFT TECHNOLOGY,74,70,4
ORACLE CANADA,73,55,18
PRICEWATERHOUSE COOPERS,72,38,34
MICROSOFT CANADA,69,40,29
ALTIS HUMAN RESOURCES,67,41,26
HITACHI DATA SYSTEMS,65,48,17
MITEL,65,36,29
ENTRUST,64,40,24
THE IT BROKER,64,52,12
SCALAR DECISIONS,62,52,10
EMPOWERED NETWORKS,62,46,16
PROTAK CONSULTING GROUP,61,31,30
KONICA MINOLTA BUSINESS SOLUTIONS,59,24,35
2KEYS,54,25,29
ECOLE DE LANGUES ABCE ABCE,52,44,8
GLASSHOUSE SYSTEMS,51,49,2
MINDWIRE SYSTEMS,49,16,33
NOVELL CANADA,48,28,20
APPLIED ELECTONICS,48,48,0
GLOBAL KNOWLEDGE,45,35,10
BMC SOFTWARE CANADA,45,30,15
3261620 CANADA OP CENTRE DE,44,34,10
PORTAGE PERSONNEL,43,21,22
KNOWLEDGE CIRCLE LEARNING SERVICES,43,36,7
THE KTL GROUP,40,21,19
COMPUTER ASSOCIATES CANADA,40,23,17
BPM GOVERNMENT IM IT CONSULTING,40,19,21
VERITAAQ TECHNOLOGY HOUSE,40,19,21
SHI CANADA,39,35,4
