vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2010,80556352.34
BELL CANADA,2011,125783737.80
BELL CANADA,2012,288765817.05
BELL CANADA,2013,292361059.44
BELL CANADA,2014,182944995.77
BELL CANADA,2015,277500737.34
BELL CANADA,2016,230587450.42
BELL CANADA,2017,121644981.60
BELL CANADA,2018,53124663.92
BELL CANADA,2019,354798753.87
CGI,2012,314993788.31
CGI,2013,319960454.98
CGI,2014,319997744.98
CGI,2015,-983167.86
CGI,2016,3746984.27
CGI,2017,9249811.42
CGI,2018,8886393.02
CGI,2019,5359429.36
HEWLETT PACKARD,2010,6974483.13
HEWLETT PACKARD,2011,6974483.13
HEWLETT PACKARD,2012,13405516.98
HEWLETT PACKARD,2013,20348374.47
HEWLETT PACKARD,2014,86233836.89
HEWLETT PACKARD,2015,63543181.98
HEWLETT PACKARD,2016,48132571.65
HEWLETT PACKARD,2017,50019129.73
HEWLETT PACKARD,2018,5284555.80
HEWLETT PACKARD,2019,11114930.16
IBM CANADA,2010,7815578.51
IBM CANADA,2011,24207806.89
IBM CANADA,2012,43109584.76
IBM CANADA,2013,122608118.23
IBM CANADA,2014,302135105.34
IBM CANADA,2015,193170568.21
IBM CANADA,2016,301840209.59
IBM CANADA,2017,722063696.18
IBM CANADA,2018,215181328.66
IBM CANADA,2019,225886243.51
MICROSOFT CANADA,2012,814238.83
MICROSOFT CANADA,2013,14425342.03
MICROSOFT CANADA,2014,123479896.20
MICROSOFT CANADA,2015,172904286.99
MICROSOFT CANADA,2016,119415604.70
MICROSOFT CANADA,2017,2625104.26
MICROSOFT CANADA,2018,468249891.70
MICROSOFT CANADA,2019,839870181.80
MTS ALLSTREAM,2010,10404171.84
MTS ALLSTREAM,2011,10443155.57
MTS ALLSTREAM,2012,87401568.76
MTS ALLSTREAM,2013,17865839.29
MTS ALLSTREAM,2014,35368535.26
MTS ALLSTREAM,2015,31685845.93
MTS ALLSTREAM,2016,26272764.09
MTS ALLSTREAM,2017,8758982.98
MTS ALLSTREAM,2018,-18587358.00
MTS ALLSTREAM,2019,2148282.64
ROGERS,2010,14775163.41
ROGERS,2011,14793808.41
ROGERS,2012,49679454.78
ROGERS,2013,77736179.41
ROGERS,2014,102089379.55
ROGERS,2015,74070594.59
ROGERS,2016,54247305.27
ROGERS,2017,70653832.86
ROGERS,2018,87613833.97
ROGERS,2019,62196316.84
TELUS CANADA,2010,30863338.07
TELUS CANADA,2011,58776750.45
TELUS CANADA,2012,81853489.00
TELUS CANADA,2013,88237102.56
TELUS CANADA,2014,88068164.62
TELUS CANADA,2015,47641608.50
TELUS CANADA,2016,57396961.49
TELUS CANADA,2017,-52093247.10
TELUS CANADA,2018,-26316983.85
TELUS CANADA,2019,90673660.14
TERAMACH TECHNOLOGIES,2012,2756528.08
TERAMACH TECHNOLOGIES,2013,30661270.84
TERAMACH TECHNOLOGIES,2014,35571504.81
TERAMACH TECHNOLOGIES,2015,25993886.48
TERAMACH TECHNOLOGIES,2016,14374652.30
TERAMACH TECHNOLOGIES,2017,64032040.76
TERAMACH TECHNOLOGIES,2018,27419961.35
TERAMACH TECHNOLOGIES,2019,30824558.12
ZAYO CANADA,2014,57666631.93
ZAYO CANADA,2015,108476137.99
ZAYO CANADA,2016,107633569.69
ZAYO CANADA,2017,14870073.20
ZAYO CANADA,2018,73630333.34
ZAYO CANADA,2019,36450419.17
