owner_acronym,effective_year,sum_yearly_value
agr,2015,24780.00
agr,2016,24780.00
dfo,2011,6750.00
dfo,2012,36750.00
dfo,2013,95873.43
dfo,2014,65873.43
dnd,2016,25107187.50
dnd,2017,25107187.50
dnd,2018,25107187.50
dnd,2019,25107187.50
ec,2012,7936.64
ec,2013,7936.64
elections,2019,21730.28
hc,2015,12716.24
ic,2010,78292.00
ic,2011,39550.00
ic,2012,7014.50
ic,2013,7014.50
ic,2014,16689.50
ic,2015,50419.50
ircc,2010,191770.16
ircc,2011,322330.97
ircc,2012,24658.02
pc,2011,13303.71
pc,2012,68405.06
pc,2013,26138.53
pc,2014,122398.97
pc,2015,45276.43
pc,2016,52254.65
pc,2017,11289.09
pc,2018,25000.00
pc,2019,25000.00
pch,2015,40956.71
pch,2016,36994.46
pch,2017,13310.05
phac,2015,25432.48
pspc,2010,625365.74
pspc,2011,54671.15
pspc,2012,58235.29
pspc,2013,361672.53
pspc,2014,310818.30
pspc,2015,40864.88
pspc,2016,33561.69
pspc,2017,39621.75
pspc,2018,31175.00
pspc,2019,38589.59
rcmp,2010,26644.76
rcmp,2011,101232.70
rcmp,2012,43078.38
rcmp,2013,87769.91
rcmp,2014,8669.91
rcmp,2015,8669.91
rcmp,2016,8669.91
rcmp,2017,8669.91
tbs,2010,24728550.00
tbs,2011,24728550.00
tbs,2012,24728550.00
tbs,2013,24728550.00
tbs,2014,24728550.00
tc,2011,17825.75
