vendor_normalized,sum_effective_value
CORBEL MANAGEMENT,102081759.57
CANADIAN CORPS OF COMMISSIONAIRES,87391834.88
COFOMO,86287961.60
IBM CANADA,81082264.96
G4S SECURITY SERVICES,63851663.01
DELOITTE AND TOUCHE,40559568.32
VERITAAQ TECHNOLOGY HOUSE,34172499.29
MOTOROLA SOLUTIONS CANADA,33773486.79
SI SYSTEMS,29833602.24
SMITHS DETECTION MONTREAL,29525138.69
TPG TECHNOLOGY CONSULTANTS,27829231.24
GARDA CANADA SECURITY,26635476.35
DONNA CONA,21831217.77
RANDSTAD,21788674.04
LOGISTIK UNICORP,21141466.00
PERCEPTICS,20796994.45
CALIAN,14701474.15
PACIFIC SAFETY PRODUCTS,14017709.39
SMITHS DETECTION,13735420.86
NISHA TECHONOLOGIES,13517844.55
MGIS,13115142.49
IBISKA TELECOM,13094907.83
GARTNER,11436475.55
ADVANCED CHIPPEWA TECHNOLOGIES,11426801.08
MINDWIRE SYSTEMS,11255315.95
RAPISCAN SYSTEMS,11203851.25
IBI GROUP ARCHITECTS CANADA,10800344.00
TEKSYSTEMS CANADA,10539008.68
QMR,10253479.70
CGI,10204767.67
WILLIAM J BARKER CLINICAL,8047155.50
2536 4589 QUEBEC,7812553.00
SYFT TECHNOLOGIES,7458634.53
SAP,7391206.41
TRM TECHNOLOGIES,7390335.58
EVRIPOS JANITORIAL SERVICES,7073262.00
D4IS SOLUTIONS,6835293.46
TORONTO BAIL PROGRAM,6478307.13
BDO CANADA,6200600.85
GENERAL MOTORS,6059760.48
THE JOHN HOWARD SOCIETY OF CA,6014581.15
PROFESSIONAL COMPUTER CONSULTANTS GROUPS,5783039.27
PRICEWATERHOUSE COOPERS,5664588.56
BELL CANADA,5568551.61
TALIGENT CONSULTING,5460897.57
ALTIS HUMAN RESOURCES,5315394.42
NORTHERN MICRO,5250430.55
CANADIAN RED CROSS,5237371.99
MORPHO CANADA,5136237.30
FORD MOTOR COMPANY,4932674.96
EAGLE PROFESSIONAL RESOURCES,4498040.80
NEWFOUND RECRUITING,4487605.33
THE JOHN HOWARD SOCIETY OF CANADA,4481842.00
SAMSON ASSOCIATES,4411971.90
DYNABOOK CANADA,4251093.90
CANADIAN MARITIME ENGINEERING,4151070.39
MODIS CANADA,4128881.20
IMP GROUP,3964948.80
NORDIKO QUARANTINE SYSTEMS,3850873.35
DWP SOLUTIONS,3706094.74
MOORE CANADA,3574339.95
NAVPOINT CONSULTING GROUP,3506546.46
LEIDOS CANADA,3497162.73
CANQUEST COMMUNICATIONS WIRELESS,3483910.88
FLEET CHRYSLER CANADA,3279816.63
LES AUTOBUS E MENARD ET FILS,3236214.99
PATTISON SIGNS,3227060.71
NUCTECH COMPANY,3141587.80
INTEGRA NETWORKS,3122747.92
BMB DATA CONSULTING SERVICES,3099309.00
MCKINSEY COMPANY,2887998.30
GREENLINE SYSTEMS CANADA,2735090.45
ECLIPSYS SOLUTIONS,2688594.40
PRECISIONIT,2640036.09
9053 9776 QUEBEC,2609262.50
CANADAIN RED CROSS,2602794.00
GLENTEL WIRELESS CENTRE,2580958.62
WATERSHED INFORMATION TECHNOLOGY,2518140.16
TELECOM COMPUTER SERVICES,2504069.75
ALIVAKTUK CONSULTING,2486909.37
OPENFRAME TECHNOLOGIES,2454120.00
PRECISIONERP,2426984.91
SERCO,2348370.29
GDI SERVICES QUEBEC SEC,2305245.23
CACHE COMPUTER CONSULTING,2299092.50
TES CONTRACT SERVICES,2258823.75
DALIAN ENTERPRISES,2207580.27
EXCEL PRIX GROSSISTE EN ALIMENTATION,2183782.97
FOURSIGHT CONSULTING GROUP,2174863.50
THE ACCESS INFORMATION AGENCY,2135794.07
ADRM TECHNOLOGY CONSULTING,2066831.12
DR BERNARD ELFASSY,2008500.00
SYSTEMATIX SOLUTIONS,1888883.76
MET SCAN CANADA,1874103.07
MAXSYS,1819246.05
THE KTL GROUP,1815956.00
EXCEL HUMAN RESOURCES,1801941.33
HUDSON PRODUCTIONS,1800190.68
VMWARE,1784920.00
TOYOTA CA,1768568.86
CYGNOS,1713442.00
BRINKS CANADA,1686550.39
FUJITSU,1612947.33
LES CONSULTANTS OLYMPE,1589912.61
ORACLE CANADA,1547662.79
INTEGRA NETWORKS CORPORATE,1534330.94
STOEGER CANADA 1990,1534228.50
RADIATION SOLUTIONS,1466732.43
JIM PATTISON INDUSTRIES,1458771.03
MDOS CONSULTING,1439685.00
LABWARE,1433110.00
HEPAIRE PRODUCTS 1986,1420119.67
NA MYRIDIAN,1417281.39
THE RIGHT DOOR CONSULTING,1369357.80
LUMINA IT,1366084.60
4PLAN CONSULTING,1364200.00
SALVATION ARMY,1309523.23
BMC SOFTWARE DISTRIBUTION,1308683.33
PV SERVICES,1301100.13
SOFTCHOICE,1279666.94
GREATER TORONTO AIRPORTS AUTHORITY,1279122.43
BERNARD ELFASSY,1265092.00
SUBARU CANADA,1262429.72
SINAPSE INTERVENTIONS STRATEGIQUES,1250063.00
BIR CONSULTING,1248767.84
CARAHSOFT TECHNOLOGY,1239855.30
NAV CANADA,1236570.30
ADMINSERV CANADA,1209208.74
RICOH,1189167.55
ERNST YOUNG,1173411.89
9322 0341 QC,1149750.00
ADGA GROUP,1106668.67
MOERAE SOLUTIONS,1091994.00
TOYOTA CANADA,1076826.86
TIREE,1072186.44
TEKNION,1062306.87
ROBERTSON AND COMPANY,1023991.88
INKAS SECURITY SERVICES,1016964.72
ITEX,1005147.31
RAYMOND CHABOT GRANT THORNTON,939864.21
TITAN BOATS,933264.71
DELCO AUTOMATION,930994.80
CONNEX TECHNOLOGIES,924905.33
AGILENT,918975.36
TELUS CANADA,900948.03
AVI SPL CANADA,892181.15
CSDC SYSTEMS,877071.94
DATA GROUP,858248.56
PALADIN TECHNOLOGIES,849679.77
PRINTERS PLUS,844183.76
WATERSHED INFORMATION TECHNOLOGY IN,835296.00
WATERHOUSE EXECUTIVE SEARCH,827250.46
MAPLESOFT CONSULTING,815377.94
TYCO INTEGRATED FIRE SECURITY CANADA,814968.78
UNCHARTED SOFTWARE,785006.30
CONTRACT COMMUNITY,763836.66
FORRESTER SWITZERLAND,757660.48
3M CANADA,755457.45
MICROSOFT CANADA,752813.84
CISTEL TECHNOLOGY,751034.32
IHS GLOBAL,737926.98
LANNICK RECRUITMENT OTTAWA,728455.68
2347758 NOVA SCOTIA,724765.65
ARMOURED SECURITY CANADA,718910.26
SKYSERVICE BUSINESS AVIATION,717976.78
BRS INNOVATIONS,714789.18
RAYMOND CHABOT GRANT THORNTON CONSULTING,709620.83
SOMOS,709608.57
P R SERVICES,695058.70
ECOLE DE LANGUES ABCE,692308.03
