owner_acronym,effective_year,sum_yearly_value
agr,2017,712820.78
atssc,2016,45598.65
atssc,2017,45598.65
atssc,2018,122201.60
atssc,2019,24658.79
cas,2017,110868.08
cas,2018,75825.81
cas,2019,124698.57
cbsa,2014,36321.83
cbsa,2015,330384.40
cbsa,2016,331150.51
cbsa,2017,8868.24
cbsa,2018,26665.74
cbsa,2019,65995.39
cfia,2012,97020.00
cgc,2019,119948.88
cihr,2016,50511.29
cihr,2017,126583.42
cihr,2018,30370.12
cihr,2019,38860.83
cnsc,2010,400590.49
cnsc,2011,859329.75
cnsc,2012,88511.10
cnsc,2017,69150.92
cnsc,2018,99818.78
cra,2010,1136717.98
cra,2011,1429746.80
cra,2012,3096473.68
cra,2013,3074112.52
cra,2014,813403.34
cra,2015,507574.16
cra,2016,45877.30
cra,2017,24814.30
cra,2018,45746.39
csa,2010,21210.00
csa,2012,457096.45
csa,2016,11548.85
csa,2017,11548.85
csps,2015,144123.99
csps,2016,42961.33
csps,2017,9006.31
csps,2019,5541.48
dfo,2010,38119.91
dfo,2011,125043.63
dfo,2012,119506.05
dfo,2013,21567.00
dfo,2016,92585.88
dfo,2017,135264.20
dfo,2018,42678.32
dfo,2019,329839.24
dnd,2010,3493586.70
dnd,2011,6776608.92
dnd,2012,7065949.02
dnd,2013,6716330.90
dnd,2014,4483470.23
dnd,2015,6680397.78
dnd,2016,10016245.50
dnd,2017,4564863.09
dnd,2018,7307919.16
dnd,2019,9058836.86
ec,2010,324727.94
ec,2011,236465.11
ec,2012,217900.21
ec,2016,43633.48
ec,2018,13365.53
esdc,2010,757194.73
esdc,2011,358455.02
esdc,2019,38832.53
fin,2012,13500.11
fintrac,2010,10352.56
fja,2010,106071.00
fja,2011,38005.03
fja,2013,47030.26
fja,2014,21853.43
fja,2015,127161.93
fja,2016,18252.19
fja,2017,11263.57
fja,2018,20249.19
fja,2019,53321.51
gac,2010,267545.18
gac,2011,195045.81
gac,2012,37183.78
gac,2013,52465.41
gac,2015,82636.90
gac,2016,104508.32
gac,2017,200332.63
gac,2018,113174.25
gac,2019,117362.37
hc,2011,29637.35
hc,2012,52449.97
hc,2016,14104.66
hc,2017,14104.66
hc,2019,28625.02
iaac,2010,25654.41
iaac,2012,17200.00
ic,2010,81290.00
ic,2011,273301.00
ic,2012,157331.00
ic,2013,68600.00
ic,2014,17552.00
ic,2015,13698.00
ic,2016,137239.83
ic,2017,110298.40
ic,2018,104369.16
ic,2019,54337.19
inac,2018,266222.38
inac,2019,61010.34
ircc,2011,40680.00
ircc,2013,18327.87
ircc,2015,57770.80
ircc,2016,39721.76
ircc,2017,27662.40
ircc,2018,96954.08
ircc,2019,29106.36
lac,2014,39186.47
lac,2016,17927.41
lac,2019,181617.67
mgerc,2017,40100.72
mgerc,2018,5322.30
mgerc,2019,5322.30
nrc,2010,69386.00
nrc,2011,130196.00
nrc,2012,62293.00
nrc,2018,30279.48
nrc,2019,37414.30
nrcan,2011,120535.15
nrcan,2012,1580632.18
nrcan,2013,616833.30
nrcan,2014,222073.83
nrcan,2015,1235603.99
nrcan,2016,146903.84
nrcan,2017,88794.59
nrcan,2018,5497.34
nrcan,2019,5497.34
nserc,2018,67052.62
nserc,2019,5190.77
oag,2017,5649.44
oag,2018,260320.06
oag,2019,274697.05
ocl,2018,121447.19
ocl,2019,17689.02
oic,2018,35510.03
opc,2017,24144.75
opc,2019,51028.87
osfi,2016,121406.94
osfi,2017,80475.94
osfi,2018,329628.50
osfi,2019,966517.31
osgg,2019,17935.08
pc,2011,78774.76
pc,2012,78774.76
pc,2017,66728.04
pc,2018,66728.04
pch,2010,573897.98
pch,2011,329979.44
pch,2012,238184.94
pch,2013,38935.76
pch,2019,35739.10
pco,2010,134853.60
pco,2011,193162.20
pco,2013,22645.20
pco,2014,12204.00
pco,2015,12204.00
phac,2012,196880.92
phac,2016,14104.66
phac,2017,14104.66
phac,2018,13188.00
ps,2011,195513.33
ps,2012,843779.43
ps,2013,443789.46
ps,2014,280934.98
ps,2015,146345.77
ps,2016,174978.65
ps,2017,237019.30
ps,2018,133194.84
psc,2010,91455.00
psc,2011,216085.00
psc,2012,12291.00
pspc,2011,429651.37
pspc,2012,133119.17
pspc,2013,185901.19
pspc,2014,50104.31
pspc,2015,250038.38
pspc,2017,37594.52
pspc,2019,13739.51
rcmp,2010,148690.84
rcmp,2012,280905.60
rcmp,2013,21771.75
rcmp,2014,15484.39
rcmp,2017,156925.78
rcmp,2018,200659.44
rcmp,2019,149824.19
sirc,2019,49195.72
ssc,2012,441649.89
ssc,2013,9127029.80
ssc,2014,5930067.05
ssc,2015,2058298.92
ssc,2016,11167096.07
ssc,2017,20461162.58
ssc,2018,18191365.74
ssc,2019,21385113.07
stats,2010,230320.26
stats,2011,14352.33
tbs,2010,160444.16
tbs,2011,397468.37
tbs,2012,305397.07
tbs,2013,145275.17
tbs,2014,36888.73
tbs,2015,10442.33
tbs,2016,497323.94
tbs,2018,115043.77
tc,2013,36407.90
tc,2014,526835.89
tc,2015,118892.50
tc,2019,11890.16
