gen_vendor_normalized,total_entries,total_contracts,total_amendments
GARTNER,108,103,5
SYSTEMATIX SOLUTIONS,54,23,31
NORTHERN MICRO,53,48,5
EXCEL HUMAN RESOURCES,52,29,23
MICROSOFT CANADA,46,31,15
KONICA MINOLTA BUSINESS SOLUTIONS,42,30,12
DELOITTE AND TOUCHE,40,33,7
QMR,39,28,11
ALTIS HUMAN RESOURCES,39,30,9
ADVANCED CHIPPEWA TECHNOLOGIES,35,27,8
IBM CANADA,34,24,10
HAY GROUP,29,21,8
TERAMACH TECHNOLOGIES,28,25,3
PLEIAD CANADA,26,18,8
CONFLUENCE CONSULTING,25,9,16
MERCER CANADA,24,24,0
THE AIM GROUP,22,16,6
SAP,22,18,4
ITEX,20,18,2
BDO CANADA,20,17,3
VERITAAQ TECHNOLOGY HOUSE,19,9,10
CANADIAN CORPS OF COMMISSIONAIRES,19,8,11
GRAND TOY,18,16,2
CACHE COMPUTER CONSULTING,18,10,8
ERNST YOUNG,17,15,2
PRICEWATERHOUSE COOPERS,17,13,4
SAS INSTITUTE,17,16,1
GSI GROUP,17,4,13
INSIGHT SOFTWARE CANADA,17,15,2
AVI SPL CANADA,17,15,2
ARTEMP PERSONNEL SERVICES,16,13,3
SOFTCHOICE,16,13,3
CBCI TELECOM,16,16,0
SYSTEMSCOPE,16,13,3
LUMINA IT,15,2,13
RANDSTAD,15,11,4
KPMG,15,9,6
TELUS CANADA,15,14,1
LYNDA NAVEDA CONSULTING,14,11,3
GLOBAL UPHOLSTERY,14,12,2
TEKNION,14,14,0
CGI,14,10,4
CLOSEREACH,14,6,8
MEDIA Q,13,11,2
CONEXSYS,12,12,0
INFO TECH RESEARCH GROUP,12,12,0
DARE HUMAN RESOURCES,12,8,4
BELL CANADA,11,8,3
GC STRATEGIES,11,8,3
CALIAN,11,5,6
TRM TECHNOLOGIES,11,6,5
EMOND HARNDEN,11,11,0
PATON ASSOCIATES MANAGEMENT,10,3,7
SHARP ELECTRONICS,10,8,2
CORADIX TECHNOLOGY CONSULTING,10,5,5
KNOWLEDGE CIRCLE LEARNING SERVICES,10,8,2
LANNICK CONTRACT SOLUTIONS,10,5,5
TIREE,10,5,5
J A CREATIVE SERVICES,10,4,6
UNIVERSITY OF OTTAWA,9,8,1
TURTLE ISLAND STAFFING,9,6,3
ORANGUTECH,9,5,4
FAST TRACK STAFFING,9,7,2
THE HALIFAX GROUP,9,3,6
ACL SERVICES,9,8,1
DONNA CONA,9,7,2
SOCIETE GAMMA,9,1,8
