gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
AVI SPL CANADA,2016,3,3,0
AVI SPL CANADA,2017,3,3,0
AVI SPL CANADA,2018,4,4,0
AVI SPL CANADA,2019,5,5,0
CMG OFFICE INTERIORS,2018,1,1,0
CMG OFFICE INTERIORS,2019,3,3,0
INFO TECH RESEARCH GROUP,2017,1,1,0
INFO TECH RESEARCH GROUP,2018,4,3,1
INFO TECH RESEARCH GROUP,2019,1,1,0
LEAN AGILITY,2017,3,3,0
LEAN AGILITY,2018,1,1,0
LEAN AGILITY,2019,1,1,0
MICROSOFT CANADA,2016,1,1,0
MICROSOFT CANADA,2017,1,1,0
MICROSOFT CANADA,2018,1,1,0
MICROSOFT CANADA,2019,1,0,1
NISHA TECHONOLOGIES,2016,3,3,0
NISHA TECHONOLOGIES,2017,3,3,0
NISHA TECHONOLOGIES,2019,4,4,0
RAYMOND CHABOT GRANT THORNTON,2017,2,2,0
RAYMOND CHABOT GRANT THORNTON,2018,1,0,1
RAYMOND CHABOT GRANT THORNTON,2019,2,1,1
SAMSON ASSOCIATES CPA CONSULTING,2017,3,3,0
SAMSON ASSOCIATES CPA CONSULTING,2018,2,2,0
SAMSON ASSOCIATES CPA CONSULTING,2019,1,1,0
SOFTCHOICE,2017,2,2,0
SOFTCHOICE,2018,3,3,0
SOFTCHOICE,2019,1,1,0
TEKSYSTEMS CANADA,2017,3,1,2
TEKSYSTEMS CANADA,2018,2,2,0
TEKSYSTEMS CANADA,2019,2,1,1
