vendor_normalized,effective_year,sum_yearly_value
ABI ADVANCED BUSINESS INTERIORS,2018,221432.78
ABI ADVANCED BUSINESS INTERIORS,2019,166754.55
CBCI TELECOM CANADA,2018,366615.30
CBCI TELECOM CANADA,2019,16127.49
COSSETTE COMMUNICATIONS,2016,18503.75
COSSETTE COMMUNICATIONS,2017,45772.07
COSSETTE COMMUNICATIONS,2018,125090.16
COSSETTE COMMUNICATIONS,2019,65475.03
FOXRED CONSULTING,2015,60991.12
FOXRED CONSULTING,2016,60991.12
FOXRED CONSULTING,2017,60991.12
FOXRED CONSULTING,2018,60991.12
FOXRED CONSULTING,2019,60991.12
IT NET CONSULTANTS,2018,29373.75
IT NET CONSULTANTS,2019,277187.57
MGIS,2015,47943.00
MGIS,2016,47943.00
MGIS,2017,44090.31
MGIS,2018,44090.31
MGIS,2019,44090.31
MICROSOFT CANADA,2017,38401.07
MICROSOFT CANADA,2018,63511.85
MICROSOFT CANADA,2019,167986.66
MODIS CANADA,2015,26886.96
MODIS CANADA,2016,253450.65
MODIS CANADA,2017,102522.72
MODIS CANADA,2018,169684.39
MODIS CANADA,2019,176393.85
SIERRA SYSTEMS GROUP,2015,275020.57
SIERRA SYSTEMS GROUP,2016,790603.93
SIERRA SYSTEMS GROUP,2017,790603.93
ZYCOM,2017,66190.14
ZYCOM,2018,109430.43
ZYCOM,2019,95774.64
