gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ABCE LANGUAGE SCHOOL,2017,1,1,0
ABCE LANGUAGE SCHOOL,2018,4,0,4
ABCE LANGUAGE SCHOOL,2019,2,0,2
ACCURATE DESIGN COMMUNICATION,2016,3,1,2
ACCURATE DESIGN COMMUNICATION,2017,2,0,2
ACCURATE DESIGN COMMUNICATION,2018,1,0,1
ACCURATE DESIGN COMMUNICATION,2019,2,0,2
CISION CANADA,2016,2,2,0
CISION CANADA,2017,2,0,2
CISION CANADA,2018,1,0,1
CISION CANADA,2019,4,0,4
COSSETTE COMMUNICATIONS,2016,2,2,0
COSSETTE COMMUNICATIONS,2017,2,2,0
COSSETTE COMMUNICATIONS,2018,3,3,0
DYNAMIC PERSONNEL CONSULTANTS,2017,3,2,1
DYNAMIC PERSONNEL CONSULTANTS,2018,4,0,4
GROUPE CONSEIL BAASTEL,2016,2,1,1
GROUPE CONSEIL BAASTEL,2017,4,0,4
GROUPE CONSEIL BAASTEL,2018,3,0,3
GROUPE CONSEIL BAASTEL,2019,2,0,2
IT NET CONSULTANTS,2018,2,2,0
IT NET CONSULTANTS,2019,5,3,2
MODIS CANADA,2015,1,1,0
MODIS CANADA,2016,4,0,4
MODIS CANADA,2017,4,0,4
MODIS CANADA,2018,4,0,4
MODIS CANADA,2019,1,0,1
NISHA TECHONOLOGIES,2016,1,1,0
NISHA TECHONOLOGIES,2017,1,1,0
NISHA TECHONOLOGIES,2019,5,5,0
SOCIETE GAMMA,2015,1,1,0
SOCIETE GAMMA,2016,1,0,1
SOCIETE GAMMA,2017,3,0,3
SOCIETE GAMMA,2018,1,0,1
SOCIETE GAMMA,2019,2,0,2
