vendor_normalized,effective_year,sum_yearly_value
CANADIAN CORPS OF COMMISSIONAIRES,2010,26829.60
CANADIAN CORPS OF COMMISSIONAIRES,2011,43322.60
CANADIAN CORPS OF COMMISSIONAIRES,2012,235220.90
CANADIAN CORPS OF COMMISSIONAIRES,2013,349125.14
CANADIAN CORPS OF COMMISSIONAIRES,2017,119695.74
CANADIAN CORPS OF COMMISSIONAIRES,2018,366432.79
CANADIAN CORPS OF COMMISSIONAIRES,2019,371214.40
COMBAT NETWORKS,2010,319393.71
COMBAT NETWORKS,2011,30209.38
COMBAT NETWORKS,2012,20717.38
GARTNER,2010,45240.00
GARTNER,2011,189457.00
GARTNER,2012,27550.00
GARTNER,2013,72976.00
GARTNER,2014,121407.20
GARTNER,2015,81258.30
GARTNER,2016,142981.16
GARTNER,2017,61722.86
GARTNER,2018,57081.95
GARTNER,2019,57081.95
IBM CANADA,2010,52576.75
IBM CANADA,2011,40768.75
IBM CANADA,2016,44963.45
IBM CANADA,2017,85580.13
IBM CANADA,2018,132919.14
IBM CANADA,2019,92302.46
MICROSOFT CANADA,2011,70440.00
MICROSOFT CANADA,2013,43736.09
MICROSOFT CANADA,2014,81432.89
MICROSOFT CANADA,2015,431484.94
MICROSOFT CANADA,2017,51265.44
MICROSOFT CANADA,2018,104013.52
MICROSOFT CANADA,2019,52748.08
NISHA TECHONOLOGIES,2018,228847.46
NISHA TECHONOLOGIES,2019,238297.53
ONLOGICS,2013,65689.16
ONLOGICS,2014,209017.23
ONLOGICS,2015,143328.07
ONLOGICS,2016,71664.04
ONLOGICS,2017,71664.04
SOFTCHOICE,2010,42967.70
SOFTCHOICE,2011,24386.15
SOFTCHOICE,2012,234556.10
SOFTCHOICE,2013,117706.50
SOFTCHOICE,2015,63358.64
SOFTCHOICE,2017,97724.24
SOFTCHOICE,2018,193696.52
TERAMACH TECHNOLOGIES,2010,376222.95
TERAMACH TECHNOLOGIES,2011,18633.92
TERAMACH TECHNOLOGIES,2012,48278.92
TERAMACH TECHNOLOGIES,2013,9125.00
TERAMACH TECHNOLOGIES,2019,39663.00
TOTEM OFFISOURCE,2011,191585.72
TOTEM OFFISOURCE,2012,656843.39
TOTEM OFFISOURCE,2013,169459.87
TOTEM OFFISOURCE,2014,121185.23
TOTEM OFFISOURCE,2015,121185.23
TOTEM OFFISOURCE,2017,94337.65
TOTEM OFFISOURCE,2018,19221.30
