gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2016,1,1,0
ALTIS HUMAN RESOURCES,2017,1,1,0
ALTIS HUMAN RESOURCES,2018,2,1,1
ALTIS HUMAN RESOURCES,2019,6,1,5
ASOKAN BUSINESS INTERIORS,2018,6,5,1
ASOKAN BUSINESS INTERIORS,2019,12,12,0
AVI SPL CANADA,2017,3,3,0
AVI SPL CANADA,2018,12,11,1
AVI SPL CANADA,2019,8,8,0
CANADIAN CORPS OF COMMISSIONAIRES,2017,20,20,0
CANADIAN CORPS OF COMMISSIONAIRES,2018,56,46,10
CANADIAN CORPS OF COMMISSIONAIRES,2019,13,13,0
EXCEL HUMAN RESOURCES,2016,1,1,0
EXCEL HUMAN RESOURCES,2018,4,2,2
EXCEL HUMAN RESOURCES,2019,14,8,6
NISHA TECHONOLOGIES,2018,4,4,0
NISHA TECHONOLOGIES,2019,13,12,1
QMR,2016,1,1,0
QMR,2017,1,1,0
QMR,2018,3,2,1
QMR,2019,8,4,4
RICOH,2017,2,2,0
RICOH,2018,6,5,1
RICOH,2019,6,2,4
SOFTCHOICE,2017,7,7,0
SOFTCHOICE,2018,11,11,0
SOFTCHOICE,2019,9,8,1
TELUS CANADA,2017,12,11,1
TELUS CANADA,2018,12,12,0
TELUS CANADA,2019,6,6,0
