vendor_normalized,effective_year,sum_yearly_value
336 334 THOMPSON DRIVE,2015,7207092.90
336 334 THOMPSON DRIVE,2016,7207092.90
336 334 THOMPSON DRIVE,2017,7207092.90
336 334 THOMPSON DRIVE,2018,7207092.90
BAVARIAN NORDIC,2014,3387471.65
BAVARIAN NORDIC,2015,3387471.65
BAVARIAN NORDIC,2016,3387471.65
BAVARIAN NORDIC,2017,3387471.65
BAVARIAN NORDIC,2018,3387471.65
BAVARIAN NORDIC,2019,3387471.65
CANADIAN HEALTH CARE AGENCY,2010,896953.05
CANADIAN HEALTH CARE AGENCY,2011,4112883.03
CANADIAN HEALTH CARE AGENCY,2012,9401056.33
CANADIAN HEALTH CARE AGENCY,2013,11415594.44
CANADIAN HEALTH CARE AGENCY,2014,5023754.78
COSSETTE COMMUNICATIONS,2010,1535225.20
COSSETTE COMMUNICATIONS,2011,9520812.39
COSSETTE COMMUNICATIONS,2012,4744310.29
COSSETTE COMMUNICATIONS,2013,2860033.52
COSSETTE COMMUNICATIONS,2014,8410628.82
COSSETTE COMMUNICATIONS,2015,9040395.18
COSSETTE COMMUNICATIONS,2016,2409769.82
COSSETTE COMMUNICATIONS,2017,76755.25
EXCEL HUMAN RESOURCES,2010,364312.97
EXCEL HUMAN RESOURCES,2011,998930.12
EXCEL HUMAN RESOURCES,2012,5017899.58
EXCEL HUMAN RESOURCES,2013,11932980.21
EXCEL HUMAN RESOURCES,2014,7054682.07
EXCEL HUMAN RESOURCES,2015,8566649.15
EXCEL HUMAN RESOURCES,2016,14732854.73
EXCEL HUMAN RESOURCES,2017,11574294.16
EXCEL HUMAN RESOURCES,2018,7344992.09
EXCEL HUMAN RESOURCES,2019,133797.66
EXPRESS SCRIPTS CANADA,2010,19729705.20
EXPRESS SCRIPTS CANADA,2011,19729705.20
EXPRESS SCRIPTS CANADA,2012,19729705.20
EXPRESS SCRIPTS CANADA,2013,19729705.20
EXPRESS SCRIPTS CANADA,2014,19729705.20
EXPRESS SCRIPTS CANADA,2015,19729705.20
EXPRESS SCRIPTS CANADA,2016,19729705.20
EXPRESS SCRIPTS CANADA,2017,19729705.20
GLAXOSMITHKLINE,2010,8893776.73
GLAXOSMITHKLINE,2011,8953227.73
GLAXOSMITHKLINE,2012,9061664.54
GLAXOSMITHKLINE,2013,9083414.75
GLAXOSMITHKLINE,2014,8869824.89
GLAXOSMITHKLINE,2015,8901234.89
GLAXOSMITHKLINE,2016,8859879.89
GLAXOSMITHKLINE,2017,8859879.89
GLAXOSMITHKLINE,2018,8850609.89
GLAXOSMITHKLINE,2019,10975252.51
PEDABUN NURSING CHCA,2013,2100053.89
PEDABUN NURSING CHCA,2014,12120113.20
PEDABUN NURSING CHCA,2015,9270113.20
PEDABUN NURSING CHCA,2016,9270113.20
PEDABUN NURSING CHCA,2017,9270113.20
QMR,2010,64977.83
QMR,2011,1405373.05
QMR,2012,6002555.49
QMR,2013,5556681.17
QMR,2014,2127341.03
QMR,2015,577518.59
QMR,2016,385718.59
QMR,2017,1377713.06
QMR,2018,837435.91
QMR,2019,204388.75
VENTURE HEALTHCARE,2010,429024.14
VENTURE HEALTHCARE,2011,1507362.82
VENTURE HEALTHCARE,2012,2007445.65
VENTURE HEALTHCARE,2013,2254138.00
VENTURE HEALTHCARE,2014,14707789.99
VENTURE HEALTHCARE,2015,14346254.00
VENTURE HEALTHCARE,2016,14746104.00
VENTURE HEALTHCARE,2017,14346254.00
