gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
2335719 ONTARIO,2013,1,1,0
2335719 ONTARIO,2016,2,2,0
2335719 ONTARIO,2017,3,3,0
2335719 ONTARIO,2018,5,5,0
2335719 ONTARIO,2019,6,6,0
EXCEL HUMAN RESOURCES,2010,1,1,0
EXCEL HUMAN RESOURCES,2011,1,1,0
EXCEL HUMAN RESOURCES,2012,3,2,1
EXCEL HUMAN RESOURCES,2013,2,2,0
EXCEL HUMAN RESOURCES,2014,2,1,1
EXCEL HUMAN RESOURCES,2015,1,1,0
EXCEL HUMAN RESOURCES,2016,5,3,2
EXCEL HUMAN RESOURCES,2017,1,0,1
EXCEL HUMAN RESOURCES,2018,4,4,0
EXCEL HUMAN RESOURCES,2019,1,0,1
EXECUTIVE SPIN,2015,7,7,0
EXECUTIVE SPIN,2016,1,1,0
EXECUTIVE SPIN,2017,2,2,0
FLETCHER SUSAN,2015,3,3,0
FLETCHER SUSAN,2016,2,2,0
FLETCHER SUSAN,2017,5,5,0
FLETCHER SUSAN,2018,4,4,0
FLETCHER SUSAN,2019,7,7,0
GARTNER,2010,2,2,0
GARTNER,2011,2,2,0
GARTNER,2012,2,2,0
GARTNER,2014,1,1,0
GARTNER,2015,2,2,0
GARTNER,2016,1,1,0
GARTNER,2018,2,2,0
GARTNER,2019,3,2,1
IBM CANADA,2010,3,3,0
IBM CANADA,2011,4,3,1
IBM CANADA,2012,2,2,0
IBM CANADA,2017,1,1,0
IBM CANADA,2018,1,1,0
MAPLESOFT CONSULTING,2010,3,2,1
MAPLESOFT CONSULTING,2011,1,1,0
MAPLESOFT CONSULTING,2012,1,1,0
MAPLESOFT CONSULTING,2013,1,0,1
MAPLESOFT CONSULTING,2014,1,1,0
MAPLESOFT CONSULTING,2017,1,1,0
MAPLESOFT CONSULTING,2018,2,1,1
MAPLESOFT CONSULTING,2019,1,0,1
SAS INSTITUTE,2010,5,4,1
SAS INSTITUTE,2011,4,4,0
SAS INSTITUTE,2012,5,3,2
SAS INSTITUTE,2015,1,1,0
SAS INSTITUTE,2018,2,2,0
SAS INSTITUTE,2019,2,2,0
TERAMACH TECHNOLOGIES,2010,8,8,0
TERAMACH TECHNOLOGIES,2011,3,3,0
TODD SHARON,2015,6,6,0
TODD SHARON,2016,2,2,0
TODD SHARON,2017,1,1,0
TODD SHARON,2018,1,1,0
TODD SHARON,2019,2,2,0
