vendor_normalized,sum_effective_value
VANCOUVER SHIPYARDS,1279577242.01
BELL TEXTRON,560724607.16
IRVING SHIPBUILDING,346196043.10
CHANTIER DAVIE CANADA,302074296.88
NAVTECH,271770266.22
IRVING OIL,147715989.16
NEWDOCK ST JOHN S DOCKYARD,139581546.83
ALLIED SHIPBUILDERS,102503989.29
PAL AEROSPACE,98319472.74
VERREAULT NAVIGATION,88022512.64
JOSEPH ELIE,76781148.98
WARTSILA,73595907.29
ATLANTIC TOWING,58553738.26
ZODIAC HURRICANE TECHNOLOGIES,52689080.73
CHANTIERS DAVIE,47592848.76
HEDDLE MARINE SERVICE,46613104.80
HEDDLE MARINE SERVICES NL,44468940.65
GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE,42506121.05
CANADIAN CORPS OF COMMISSIONAIRES,41153606.26
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,40448150.33
FREQUENTIS CANADA,40418489.85
MERIDIEN MARITIME REPARATION,35209075.22
IMPERIAL OIL,35068763.12
NORTHERN TRANSPORTATION,31956179.64
FISHFOOD AND ALLIED WORKERS,31874917.64
CONSTRUCTION LFG,30801330.65
ABB,30139110.39
KANTER MARINE,29570417.46
GESTION AJ 2003,27591653.41
CAE,27548943.61
CHEVRON,26418333.25
SANI SABLE LB,26321514.19
PACIFIC INDUSTRIAL MARINE,25545500.32
CANADIAN MARITIME ENGINEERING,24736365.71
GRIFFON HOVERWORK,23985158.42
VARD MARINE,23188657.94
IIC TECHNOLOGIES,23177981.64
HIKE METAL PRODUCTS,22817674.50
VANCOUVER PILE DRIVING,21884032.96
STERLING FUELS,21755901.84
SEAWAY MARINE INDUSTRIAL,21658069.34
LES ENTREPRISES PEC,21615502.24
ROSBOROUGH BOATS,21507969.53
BABCOCK INTERNATIONAL GROUP,20622427.57
IBM CANADA,19193041.11
MICROSOFT CANADA,17976379.90
WOODWARDS OIL,17857363.00
WAJAX POWER SYSTEMS,17657991.41
ALTIS HUMAN RESOURCES,17128624.92
DRAGAGE IM,16820641.74
LES CONSTRUCTIONS BINET,16630430.68
CHANTIER NAVAL FORILLON,16515095.84
MARENER INDUSTRIES,16054519.54
RJG CONSTRUCTION,15762685.99
BRONTE CONSTRUCTION PORT DALHOUSIE REHABILITATION TRUST ACCOUNT,15730160.67
TOWER ARCTIC,15605429.20
DONNA CONA,14974989.79
LES CONSTRUCTIONS DES ILES,14956948.07
COADY CONSTRUCTION EXCAVATING,14802961.17
PALFINGER MARINE NORWAY AS,14440242.23
BROADWATER INDUSTRIES,14242529.24
GO DEEP INTERNATIONAL,13967572.11
DSS MARINE,13690778.04
EBC,13521446.35
TOROMONT INDUSTRIES,13404706.92
CDW CANADA,13216891.76
OW BUNKER COPENHAGEN A S,13088802.44
SIEMENS,12900656.59
BEAVER AIR CHARTER CONSULTANTS,12656051.21
FORD MOTOR COMPANY,12484873.91
HEAVY METAL MARINE,12406484.06
MOTOROLA SOLUTIONS CANADA,12196202.39
PARKLAND REFINING BC,11875625.15
XPERT SOLUTIONS TECHNOLOGIQUES,11849245.43
FLOYDS CONSTRUCTON,11727373.68
AQUA GUARD SPILL RESPONSE,11601400.37
KONGSBERG MARITIME SIMULATION,11581122.02
FRASER RIVER PILE AND DREDGE GP,11385435.26
NORTHERN MICRO,11341920.14
KEYSTONE SUPPLIES INTERNATIONAL,11143129.74
OPDAQ SYSTEMS,10736388.20
RHEINMETALL,10696726.98
ORACLE CANADA,10524934.87
MAPLESOFT CONSULTING,10465608.26
D F BARNES,10400488.67
VANCOUVER DRYDOCK COMPANY,10386503.03
AFN ENGINEERING,10256031.89
ROHDE SCHWARZ,10250674.11
TELESAT,10132421.39
DRAGAGE OCEAN DSM,10092390.00
NISHA TECHONOLOGIES,10062817.57
GRANITE MANAGEMENT,9602729.94
KEYSTONE SUPPLIES COMPANY,9566095.58
FAIRBANKS MORSE ENGINE,9333703.54
CONSTRUCTION POLARIS,9035073.39
MADSEN DIESEL TURBINE,9019308.07
COFOMO,8981395.85
IMTECH MARINE CANADA,8847480.61
EXCEL HUMAN RESOURCES,8769644.65
SEAFORTH GEOSURVEYS,8751437.17
ASG,8671875.13
HERRING CONSERVATION AND RESEARCH SOCIETY,8577876.00
COPCAN CONTRACTING,8510551.53
MARWOOD,8459214.43
THE AIM GROUP,8326680.07
BELL CANADA,8278020.15
TERRY LAVALLEE CONSTRUCTION,7972742.67
TRAVAUX MARITIMES OCEAN,7881615.47
HEWLETT PACKARD,7831638.45
SUNCOR ENERGY PRODUCTS PARTNERSHIP,7820389.82
DASCO EQUIPMENT,7765588.13
GEOMATICS DATA SOLUTION,7706817.18
JO THOMAS ASSOCIATES,7606606.43
SHELL CANADA PRODUCTS,7583102.51
GROUPE ENERGIE BDL,7571449.97
STANTEC,7514663.47
KONGSBERG MARITIME CANADA,7447615.36
ONLINE CONSTRUCTORS,7403820.21
CANADYNE TECHNOLOGIES,7403499.28
WESTOWER COMMUNICATIONS,7349677.71
RUSKIN CONSTRUCTION,7197132.40
B R ENTERPRISES,7188442.60
TECHSOL MARINE,7174998.63
MCGREGOR GEOSCIENCE,7158647.38
ESRI,7124336.03
LARK PROJECTS,7069204.01
SEALITE USA,7063557.59
ABCO INDUSTRIES,7033094.16
ARCHIPELAGO MARINE RESEARCH,7007940.52
HAMEL CONSTRUCTION,6991732.37
AIM SUPPLY,6894977.80
HOULE ELECTRIC,6884254.28
METALBOSS TECHNOLOGIES,6873536.45
AMSC AUSTRALIAN MARITIME SYSTEMS,6870842.14
SAMSON ENTERPRISES,6762375.89
CANADIAN FISHING COMPANY,6726882.96
TEMPLATES FOR BUSINESS,6707024.73
EBSCO CANADA,6696325.63
WESTERN CANADA MARINE RESPONSE,6681028.46
INDUSTRIES OCEAN,6658705.46
CCM CONSTRUCTION,6623334.90
AMTEK ENGINEERING,6509587.58
WEST COAST TUG BARGE,6356261.61
STAR GROUP INTERNATIONAL,6342752.97
WOLSKI ENVIRONMENTAL CONSULTING,6231927.41
GENERAL MOTORS,5981220.71
NORTHWEST MARINE TECHNOLOGY,5871665.08
CANADIAN DEVELOPMENT CONSULTANTS INTERNATIONAL,5824086.86
KMS INDUSTRIES,5744341.82
FINNING INTERNATIONAL,5669311.43
EXPLOITS LAND AND SEA,5595223.50
A WOOD BULLDOZING,5556890.40
KONGSBERG MESOTECH,5545953.15
WJ MURPHY CONTRACTING,5487354.02
EAST ELGIN CONCRETE FORMING,5465512.70
HARDING SAFETY CANADA,5448724.57
DONALD EINARSON,5439926.00
YAMAHA MOTOR CANADA,5395312.40
HOSKIN SCIENTIFIC,5357683.16
BELLINGHAM MARINE INDUSTRIES,5308090.47
VALCOM CONSULTING,5261388.51
SEAROBOTICS,5245521.44
NAVAMAR SHIP REPAIRS,5231236.59
DYNAMIC CONSTRUCTION,5167388.37
FAIRBANKS MORSE ENGINE DIVISION,5149358.41
PECHERIES VILO,5082694.50
CULLEN DIESEL POWER,5075762.54
MARINE RECYCLING,5067783.00
CONOSCENTI TELECOMMUNICATIONS,5060741.23
WESTERN PETROLEUM,5034923.52
WORLEY PARSONS,5024950.82
ATLANTIC TRACTORS EQUIPMENT,5002365.85
FUGRO GEOSURVEYS,4934441.55
CUMMINS EASTERN CANADA,4908240.57
BULLDOG CONTRACTING,4891114.46
MINDWIRE SYSTEMS,4872838.03
TRIDENT CONSTRUCTION,4856888.56
GOLDER ASSOCIATES,4856481.66
NOLINOR AVIATION,4851386.31
KMS MARINE SERVICES,4836477.07
FROSTI FISHING,4818410.00
AMIRIX SYSTEMS,4778596.69
SEGUIN MORRIS,4770522.23
POLE STAR SPACE APPLICATIONS,4766427.32
WESTERN SPECIALTY CONTRACTING,4763795.54
JENKINS MARINE,4720717.98
RESOLVE MARINE GROUP,4714490.83
HARBOUR GRACE OCEAN ENTERPRISES,4690216.69
GERVAIS DUBE,4673843.02
BIOREX,4657135.59
ISLAND WEST COAST DEVELOPERS,4590958.68
WSP,4550865.56
DF BARNES SERVICES,4529016.94
SKRETTING,4467241.16
RIGGS ENGINEERING,4432150.98
HERCULES SLR,4426058.27
MULTI ELECTRONIQUE,4408486.43
BURSEY EXCAVATING DEVELOPMENT,4380228.82
ROMOR ATLANTIC,4377443.68
THALES,4341022.08
