owner_acronym,effective_year,sum_yearly_value
acoa,2017,21275.00
acoa,2019,46000.00
atssc,2017,11323.64
cbsa,2014,5988.09
cbsa,2015,5988.09
cbsa,2016,9990.33
cbsa,2017,9990.33
cc,2014,7500.00
cc,2015,14999.55
cc,2016,14999.55
cc,2017,7500.00
ced,2010,7485.13
ced,2011,7485.13
cer,2016,157497.70
cer,2017,240377.70
cer,2018,49081.38
cer,2019,67317.69
cnsc,2010,34440.00
cnsc,2011,52714.82
cra,2014,8232.52
cra,2015,8232.52
cra,2016,8232.52
cra,2017,8232.52
cra,2018,8232.52
cra,2019,11382.83
crtc,2019,20631.51
csc,2015,140598.00
csc,2016,140598.00
dfo,2018,10170.00
dfo,2019,10170.00
dnd,2010,116477.50
dnd,2011,124840.40
dnd,2012,166424.40
dnd,2013,109374.44
dnd,2014,213472.44
dnd,2015,-781989.36
dnd,2016,430036.00
dnd,2017,430036.00
dnd,2018,211180.67
ec,2011,6000.00
elections,2014,278440.08
elections,2015,278440.08
elections,2016,278440.08
elections,2017,295332.78
elections,2018,406864.86
elections,2019,111532.08
esdc,2010,23918385.43
esdc,2011,256038.61
esdc,2012,168767.66
fcac,2012,12500.00
fcac,2013,12500.00
fcac,2014,15142.67
fcac,2015,15142.67
fcac,2016,15142.67
fcac,2018,9090.85
fcac,2019,18125.20
fin,2011,56291.59
fin,2012,47377.69
fin,2013,27825.12
fin,2014,32822.78
fin,2015,73094.17
fin,2016,37069.71
fin,2017,32145.70
fin,2018,83701.95
fin,2019,37945.40
fintrac,2010,25304.00
fja,2011,10170.00
fja,2012,15820.00
fja,2013,12430.00
fja,2014,40040.42
fja,2015,29149.45
fja,2016,43378.16
fja,2017,21456.76
fja,2018,44819.76
fja,2019,23617.00
gac,2010,171342.70
gac,2011,339944.54
gac,2012,201922.07
gac,2015,253234.26
gac,2016,128949.51
gac,2018,386541.06
gac,2019,463268.98
hc,2013,11064.58
hc,2014,11064.58
hc,2015,11064.58
ic,2010,6863.00
ic,2011,6863.00
ic,2012,14407.00
ic,2013,7544.00
ic,2014,31555.00
ic,2015,24011.00
ic,2017,34171.20
ic,2018,34171.20
ic,2019,19003.58
ircc,2010,216784.26
ircc,2011,216784.26
ircc,2012,216784.26
ircc,2013,216784.26
ircc,2014,5326.16
ircc,2015,5326.16
ircc,2016,5326.16
ircc,2017,5326.16
nrc,2019,20843.75
nrcan,2015,15085.50
nrcan,2016,15085.50
nserc,2017,49136.35
nserc,2018,49136.35
nserc,2019,49136.35
oag,2018,35967.00
oag,2019,35967.00
osgg,2013,18470.36
osgg,2014,18470.36
osgg,2015,18470.36
osgg,2016,18470.36
osgg,2017,18470.36
osgg,2018,18470.36
pc,2012,282500.00
pch,2010,10341.45
pch,2011,5301.45
pch,2013,8475.00
pch,2014,28437.63
pch,2015,19100.32
pch,2016,51631.20
pch,2017,161463.88
pch,2018,19775.00
pch,2019,8475.00
pco,2010,105616.24
pco,2011,105616.24
pco,2012,97141.80
pco,2013,105534.62
pco,2014,239725.67
pco,2015,134191.05
pco,2016,154967.57
pco,2017,171970.51
pco,2019,397032.45
phac,2013,22129.17
phac,2014,22129.17
phac,2015,22129.17
phac,2016,12204.00
phac,2017,35256.00
phac,2018,35256.00
phac,2019,35256.00
ps,2010,62295.63
ps,2011,62295.63
ps,2012,34470.63
ps,2013,58723.84
ps,2014,100744.40
ps,2015,100744.40
ps,2016,100744.40
ps,2017,178337.93
ps,2018,56436.72
ps,2019,56436.72
pspc,2010,135628158.97
pspc,2011,158896362.79
pspc,2012,23343074.07
pspc,2013,23343074.07
pspc,2014,23343074.07
pspc,2015,23357086.07
pspc,2016,59012.00
pspc,2017,45000.00
rcmp,2010,109147.35
rcmp,2011,170961.30
rcmp,2012,150456.89
rcmp,2013,91262.19
rcmp,2014,99038.95
rcmp,2015,175815.67
rcmp,2016,232997.43
rcmp,2017,132752.91
rcmp,2018,130691.55
rcmp,2019,130691.55
ssc,2010,9742408.43
ssc,2011,9742408.43
ssc,2012,13909215.67
ssc,2013,69524269.69
ssc,2014,99093857.88
ssc,2015,43582214.69
ssc,2016,87845658.21
ssc,2017,33279650.00
ssc,2018,37988477.00
ssc,2019,5798100.42
stats,2015,25425.00
stats,2016,25425.00
tbs,2011,34150.32
tbs,2013,24449.41
tbs,2014,39757.12
tbs,2015,39757.12
tbs,2017,18143.14
tbs,2018,50711.78
tbs,2019,32568.64
tc,2010,325117.14
tc,2011,325117.14
tc,2012,325117.14
vac,2013,16487.27
vac,2014,27524.87
vac,2015,27524.87
