gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2011,1,1,0
ALTIS HUMAN RESOURCES,2013,1,1,0
ALTIS HUMAN RESOURCES,2014,1,1,0
ALTIS HUMAN RESOURCES,2016,2,2,0
ALTIS HUMAN RESOURCES,2018,1,1,0
ALTIS HUMAN RESOURCES,2019,4,3,1
CANON,2018,6,6,0
CANON,2019,5,2,3
CEDROM SNI,2011,1,1,0
CEDROM SNI,2012,1,1,0
CEDROM SNI,2013,1,1,0
CEDROM SNI,2014,1,1,0
CEDROM SNI,2015,1,1,0
CEDROM SNI,2016,1,1,0
CEDROM SNI,2017,1,1,0
ESRI,2010,1,1,0
ESRI,2011,1,1,0
ESRI,2012,2,2,0
ESRI,2013,2,2,0
ESRI,2014,2,1,1
ESRI,2016,1,1,0
ESRI,2017,1,1,0
ESRI,2018,2,2,0
ESRI,2019,3,2,1
EXCEL HUMAN RESOURCES,2010,2,1,1
EXCEL HUMAN RESOURCES,2011,1,1,0
EXCEL HUMAN RESOURCES,2012,1,1,0
EXCEL HUMAN RESOURCES,2013,4,2,2
EXCEL HUMAN RESOURCES,2014,1,0,1
EXCEL HUMAN RESOURCES,2019,1,1,0
GENESIS INTEGRATION,2016,2,2,0
GENESIS INTEGRATION,2017,2,2,0
GENESIS INTEGRATION,2018,5,5,0
GENESIS INTEGRATION,2019,3,3,0
LIONBRIDGE,2014,1,1,0
LIONBRIDGE,2015,2,1,1
LIONBRIDGE,2016,1,0,1
LIONBRIDGE,2018,1,1,0
LIONBRIDGE,2019,2,1,1
PHASELOCK SYSTEMS INTERNATIONAL,2010,3,3,0
PHASELOCK SYSTEMS INTERNATIONAL,2011,1,1,0
PHASELOCK SYSTEMS INTERNATIONAL,2012,2,2,0
PHASELOCK SYSTEMS INTERNATIONAL,2014,1,1,0
PHASELOCK SYSTEMS INTERNATIONAL,2018,1,1,0
TOTEM OFFISOURCE,2016,6,6,0
TOTEM OFFISOURCE,2017,5,5,0
TOTEM OFFISOURCE,2018,3,3,0
XEROX,2010,1,1,0
XEROX,2011,1,1,0
XEROX,2012,2,1,1
XEROX,2013,13,8,5
XEROX,2014,2,2,0
XEROX,2016,5,4,1
XEROX,2018,5,4,1
