gen_vendor_normalized,total_entries,total_contracts,total_amendments
BELL CANADA,6,4,2
ITEX,5,5,0
EXCEL HUMAN RESOURCES,4,3,1
SOLUTIONS MOERAE SMI,4,4,0
SI SYSTEMS,3,1,2
MDOS CONSULTING INVA KOZA TECHNOLOGY CONSULTING IN JOIN,2,1,1
ASAP REPORTING SERVICES,2,2,0
NORTHERN MICRO,2,2,0
AVI SPL CANADA,2,2,0
ARCHIPATH,2,2,0
RHEA,2,2,0
GROUPE INTERSOL GROUP,2,2,0
THE AIM GROUP,2,2,0
KSAR ASSOCIATES,1,1,0
LIKE 10 SOFTMOSIS IN JOINT VENTURE,1,1,0
MAVERIN,1,1,0
MAXSYS STAFFING CONSULTING,1,1,0
MCLAUGHLIN PERFORMANCE MANAGEMENT CONSULTANTS,1,1,0
MICROSOFT CANADA,1,1,0
NASHEL MANAGEMENT,1,1,0
NISHA TECHONOLOGIES,1,1,0
PRAIRIE RESEARCH ASSOCIATES PRA,1,1,0
SAGE CONSULTING,1,1,0
SOLOWAY WRIGHT,1,1,0
STRATEGIC ADVICE FOR GOVERNMENT EXCELLENCE,1,1,0
THE ATTAIN GROUP,1,1,0
THE HILLBROOKE GROUP,1,1,0
TRM TECHNOLOGIES,1,1,0
1147603 ONTARIO,1,1,0
URBAN WORKPLACE,1,1,0
ADVANCED BUSINESS INTERIORS,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
BARBARA MCISAAC QC BARRISTER AND SOLICITOR,1,1,0
CANADA COUNCIL FOR THE ARTS,1,1,0
CANON,1,1,0
COMPETITIVE INSIGHTS,1,1,0
COPEM CONSULTING,1,1,0
CRESTON CANADA C O AVI SPL,1,1,0
DELL COMPUTER,1,1,0
DENSAN CONSULTANTS,1,1,0
DIANE BROUSSEAU ASSOCIATES,1,1,0
KABOOM COMMUNICATION DESIGN,1,1,0
