gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ASAP REPORTING SERVICES,2018,1,1,0
ASAP REPORTING SERVICES,2019,1,1,0
AVI SPL CANADA,2018,1,1,0
AVI SPL CANADA,2019,1,1,0
BELL CANADA,2017,1,1,0
BELL CANADA,2018,2,1,1
BELL CANADA,2019,3,2,1
EXCEL HUMAN RESOURCES,2018,1,1,0
EXCEL HUMAN RESOURCES,2019,3,2,1
GROUPE INTERSOL GROUP,2017,1,1,0
GROUPE INTERSOL GROUP,2019,1,1,0
ITEX,2017,3,3,0
ITEX,2018,2,2,0
MDOS CONSULTING INVA KOZA TECHNOLOGY CONSULTING IN JOIN,2017,1,1,0
MDOS CONSULTING INVA KOZA TECHNOLOGY CONSULTING IN JOIN,2018,1,0,1
NORTHERN MICRO,2017,1,1,0
NORTHERN MICRO,2018,1,1,0
SI SYSTEMS,2018,1,1,0
SI SYSTEMS,2019,2,0,2
SOLUTIONS MOERAE SMI,2017,1,1,0
SOLUTIONS MOERAE SMI,2018,2,2,0
SOLUTIONS MOERAE SMI,2019,1,1,0
