gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ANTHONY MACAULEY ASSOCIATES,2018,1,1,0
ANTHONY MACAULEY ASSOCIATES,2019,1,1,0
CDW CANADA,2018,1,1,0
CDW CANADA,2019,2,2,0
COLDFRONT LABS,2017,2,2,0
ESRI,2017,1,1,0
ESRI,2018,1,1,0
ESRI,2019,1,1,0
HEWLETT PACKARD,2017,1,1,0
HEWLETT PACKARD,2018,1,1,0
HEWLETT PACKARD,2019,1,1,0
HYPERACTIVE PRODUCTIONS,2017,2,2,0
HYPERACTIVE PRODUCTIONS,2018,1,1,0
INTERSOL GROUP,2018,1,1,0
INTERSOL GROUP,2019,1,1,0
MICROSOFT CANADA,2018,1,1,0
MICROSOFT CANADA,2019,2,1,1
ST CROIX INTERNATIONAL WATERWAY COMMISSION,2017,1,1,0
ST CROIX INTERNATIONAL WATERWAY COMMISSION,2018,1,1,0
ST CROIX INTERNATIONAL WATERWAY COMMISSION,2019,1,1,0
TECHNOLOGY INTEGRATION GROUP,2017,6,6,0
TECHNOLOGY INTEGRATION GROUP,2018,1,1,0
