vendor_normalized,effective_year,sum_yearly_value
COSSETTE COMMUNICATIONS,2010,15858814.40
COSSETTE COMMUNICATIONS,2011,12107085.39
COSSETTE COMMUNICATIONS,2012,7414519.65
COSSETTE COMMUNICATIONS,2013,7623259.43
COSSETTE COMMUNICATIONS,2014,7709516.47
COSSETTE COMMUNICATIONS,2015,4569576.47
COSSETTE COMMUNICATIONS,2016,2028680.00
COSSETTE COMMUNICATIONS,2017,6348523.86
COSSETTE COMMUNICATIONS,2018,6942392.26
COSSETTE COMMUNICATIONS,2019,6267686.82
D H PARTNERSHIP,2010,148280364.89
D H PARTNERSHIP,2011,148280364.89
D H PARTNERSHIP,2012,148280364.89
D H PARTNERSHIP,2013,148280364.89
D H PARTNERSHIP,2014,108559890.91
D H PARTNERSHIP,2015,108559890.91
D H PARTNERSHIP,2016,110903099.22
D H PARTNERSHIP,2017,354800623.03
D H PARTNERSHIP,2018,95222623.28
D H PARTNERSHIP,2019,110125711.85
MICROSOFT CANADA,2010,30136311.25
MICROSOFT CANADA,2011,30990594.15
MICROSOFT CANADA,2012,34129692.75
MICROSOFT CANADA,2013,4473458.64
MICROSOFT CANADA,2014,3957785.43
MICROSOFT CANADA,2015,4324314.97
MICROSOFT CANADA,2016,5042045.42
MICROSOFT CANADA,2017,5136863.50
MICROSOFT CANADA,2018,6491997.63
MICROSOFT CANADA,2019,6330334.79
ORACLE CANADA,2010,12479941.39
ORACLE CANADA,2011,8849057.22
ORACLE CANADA,2012,8006053.32
ORACLE CANADA,2013,7961343.31
ORACLE CANADA,2014,5095287.27
ORACLE CANADA,2015,9677764.18
ORACLE CANADA,2016,8239109.67
ORACLE CANADA,2017,11225602.54
ORACLE CANADA,2018,11470085.78
ORACLE CANADA,2019,8036881.08
PRICEWATERHOUSE COOPERS,2010,9077784.97
PRICEWATERHOUSE COOPERS,2011,4746535.26
PRICEWATERHOUSE COOPERS,2012,1503146.75
PRICEWATERHOUSE COOPERS,2013,2920847.28
PRICEWATERHOUSE COOPERS,2014,2844566.97
PRICEWATERHOUSE COOPERS,2015,8057906.15
PRICEWATERHOUSE COOPERS,2016,14160686.67
PRICEWATERHOUSE COOPERS,2017,14117196.25
PRICEWATERHOUSE COOPERS,2018,16103797.12
PRICEWATERHOUSE COOPERS,2019,18362592.17
QUANTUM MANAGEMENT SERVICES,2010,63374942.91
QUANTUM MANAGEMENT SERVICES,2011,66642096.28
QUANTUM MANAGEMENT SERVICES,2012,56396717.10
QUANTUM MANAGEMENT SERVICES,2013,100281943.26
QUANTUM MANAGEMENT SERVICES,2014,49862758.21
QUANTUM MANAGEMENT SERVICES,2015,49942449.27
QUANTUM MANAGEMENT SERVICES,2016,34090483.09
QUANTUM MANAGEMENT SERVICES,2017,31664549.27
QUANTUM MANAGEMENT SERVICES,2018,15098194.99
QUANTUM MANAGEMENT SERVICES,2019,18725564.44
SI SYSTEMS,2010,1963945.51
SI SYSTEMS,2011,2019329.66
SI SYSTEMS,2012,2920250.79
SI SYSTEMS,2013,12639298.30
SI SYSTEMS,2014,11881191.73
SI SYSTEMS,2015,15523301.16
SI SYSTEMS,2016,12035247.74
SI SYSTEMS,2017,18173705.00
SI SYSTEMS,2018,12117625.83
SI SYSTEMS,2019,11740131.10
SYSTEMATIX SOLUTIONS,2010,451080.00
SYSTEMATIX SOLUTIONS,2011,3105016.80
SYSTEMATIX SOLUTIONS,2012,4359737.22
SYSTEMATIX SOLUTIONS,2013,13508885.84
SYSTEMATIX SOLUTIONS,2014,13165529.00
SYSTEMATIX SOLUTIONS,2015,12312752.87
SYSTEMATIX SOLUTIONS,2016,9854734.85
SYSTEMATIX SOLUTIONS,2017,8800959.87
SYSTEMATIX SOLUTIONS,2018,6881153.13
SYSTEMATIX SOLUTIONS,2019,5247066.81
UNISYS CANADA,2010,24017139.09
UNISYS CANADA,2011,22865087.65
UNISYS CANADA,2012,22609619.19
UNISYS CANADA,2013,5015537.47
UNISYS CANADA,2014,4971029.18
UNISYS CANADA,2015,4971029.18
UNISYS CANADA,2016,4971029.18
XEROX,2010,1716433.60
XEROX,2011,1569647.24
XEROX,2012,1614280.13
XEROX,2013,909929.82
XEROX,2014,10933653.01
XEROX,2015,10704036.83
XEROX,2016,10395221.42
XEROX,2017,10387701.72
XEROX,2018,10387701.72
XEROX,2019,10387701.72
