owner_acronym,effective_year,sum_yearly_value
acoa,2018,12385.50
acoa,2019,12385.50
agr,2014,115049.85
agr,2015,93334.29
agr,2017,119064.84
agr,2018,199498.32
agr,2019,8855.56
cas,2017,39968.87
cas,2018,364764.94
cbsa,2015,479722.95
cbsa,2016,2327279.56
cbsa,2017,2052255.81
cbsa,2018,1573354.94
cbsa,2019,1217004.04
ced,2010,7018.20
ced,2011,7018.20
cer,2016,53652.58
cer,2018,44694.16
cer,2019,241177.85
cfia,2013,61869.53
cfia,2015,94920.00
cfia,2016,29717.08
cfia,2017,96113.62
cfia,2018,33198.27
cfia,2019,88528.75
cihr,2016,44006.81
cihr,2017,57886.25
cihr,2018,46535.97
cihr,2019,77955.33
cnsc,2013,11582.08
cnsc,2014,11582.08
cnsc,2015,32194.69
cnsc,2016,48292.04
cnsc,2017,92266.51
cnsc,2018,99942.57
cnsc,2019,51379.03
cra,2012,20537.61
cra,2013,20537.61
cra,2018,30270.19
cra,2019,98448.47
crtc,2017,11086.94
crtc,2018,11086.94
crtc,2019,54057.99
csc,2017,483870.06
csc,2018,196299.79
csc,2019,249679.55
csps,2014,52446.46
csps,2018,38243.69
csps,2019,326367.00
dfo,2014,81238.40
dfo,2015,13560.75
dfo,2016,27943.29
dfo,2017,16787.85
dfo,2018,16787.85
dfo,2019,102315.50
dnd,2010,1174421.00
dnd,2011,581855.50
dnd,2012,98425.92
dnd,2013,48875.00
dnd,2014,118700.36
dnd,2015,174310.25
dnd,2016,158969.22
dnd,2017,245615.06
dnd,2018,762421.94
dnd,2019,1459826.66
ec,2011,11580.50
ec,2012,75669.20
ec,2013,184951.02
ec,2014,401495.11
ec,2015,47648.14
ec,2016,11276.28
ec,2017,34734.36
ec,2019,311736.48
elections,2017,61845.81
elections,2018,166047.22
elections,2019,251034.35
esdc,2010,494235.25
esdc,2011,337196.09
esdc,2012,67042.61
esdc,2013,265395.94
esdc,2014,237582.14
esdc,2015,1340317.98
esdc,2016,1395438.16
esdc,2017,1212305.19
esdc,2018,1375353.51
esdc,2019,981282.56
fcac,2014,15661.00
fcac,2015,7830.50
fcac,2016,7830.50
fcac,2019,5210.53
fin,2011,1005989.11
fin,2012,399488.75
fin,2017,5345.35
fin,2018,5345.35
fintrac,2019,99280.92
gac,2010,52669.30
gac,2012,46104.00
gac,2013,412742.47
gac,2014,664334.47
gac,2015,296613.03
gac,2016,767530.35
gac,2017,217937.46
hc,2019,126884.81
ic,2012,24644.00
ic,2013,54223.00
ic,2014,474478.00
ic,2015,430781.00
ic,2016,148267.50
ic,2017,78408.63
ic,2019,34958.16
inac,2014,15051.60
inac,2016,21767.03
inac,2017,7199.16
inac,2018,313129.78
inac,2019,510172.80
infra,2015,12499.99
infra,2016,12499.99
infra,2018,9840.84
infra,2019,20406.34
irb,2019,9471.68
ircc,2010,9534.38
ircc,2011,699780.42
ircc,2012,715198.12
ircc,2013,280503.92
ircc,2014,777468.67
ircc,2015,1833640.63
ircc,2016,2309455.42
ircc,2017,2189510.52
ircc,2018,2316149.77
ircc,2019,1630801.46
isc,2018,135212.98
isc,2019,304091.71
just,2012,393549.29
just,2013,286972.21
just,2014,103614.22
just,2016,262098.66
just,2017,301900.97
just,2018,129664.68
just,2019,120806.61
lac,2014,27203.09
lac,2015,595516.41
lac,2016,310902.35
lac,2017,644445.56
lac,2018,348269.96
lac,2019,605310.59
nrcan,2012,31031.22
nrcan,2018,85072.05
nrcan,2019,109681.97
nserc,2019,5131.33
opc,2019,12342.51
osfi,2016,14551.46
osfi,2017,21827.19
osfi,2018,14694.60
osfi,2019,14694.60
osgg,2017,18190.47
osgg,2018,31286.20
pbc,2013,19442.00
pc,2012,113046.96
pc,2013,22173.44
pc,2014,56911.06
pc,2018,202063.43
pc,2019,204238.75
pch,2012,14979.83
pch,2013,14979.83
pch,2017,757134.50
pch,2018,78292.43
pch,2019,115063.88
pco,2013,56568.94
pco,2014,11763.30
pco,2016,35979.86
pco,2017,13180.23
pco,2018,70673.90
pco,2019,100888.94
pptc,2012,24952.07
pptc,2013,73341.89
pptc,2014,21630.90
pptc,2015,21630.90
ps,2012,22101.96
ps,2013,22101.96
pspc,2010,19756.80
pspc,2011,720024.58
pspc,2012,933142.82
pspc,2013,224697.91
pspc,2014,201153.23
pspc,2015,241266.21
pspc,2016,237994.10
pspc,2017,15243.39
pspc,2018,16085.00
pspc,2019,16085.00
rcmp,2012,482971.12
rcmp,2013,482971.12
rcmp,2014,301266.06
rcmp,2015,59262.53
rcmp,2016,863202.39
rcmp,2017,964278.06
rcmp,2018,100502.09
rcmp,2019,11545.80
ssc,2010,31847.98
ssc,2011,110721.44
ssc,2012,2425183.59
ssc,2013,5787413.16
ssc,2014,31005415.97
ssc,2015,34237033.45
ssc,2016,34268640.64
ssc,2017,6598159.16
ssc,2018,9921538.80
ssc,2019,8229119.76
sshrc,2017,12428.19
stats,2010,537103.99
stats,2011,617047.80
stats,2012,152244.43
stats,2013,342030.97
tbs,2010,661374.06
tbs,2011,148502.77
tbs,2012,78732.81
tbs,2013,72506.05
tbs,2014,929303.66
tbs,2015,532146.26
tbs,2016,522823.16
tbs,2017,424081.44
tbs,2018,194168.07
tbs,2019,160948.67
tc,2011,180811.30
tc,2012,210759.22
tc,2013,488591.05
vac,2011,17640.00
vac,2012,17640.00
vac,2013,98172.66
vac,2014,23819.45
vac,2019,279023.35
wd,2019,40579.88
