gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,143,139,4
EXCEL HUMAN RESOURCES,86,63,23
CALIAN,61,52,9
XEROX,39,35,4
BRINKS CANADA,35,34,1
BDO CANADA,23,17,6
CANADIAN BANK NOTE COMPANY,23,7,16
TEKNION,22,22,0
SAS INSTITUTE,19,19,0
GARTNER,17,17,0
SYSTEMATIX SOLUTIONS,14,12,2
Q MATIC CANADA,13,11,2
MAPLESOFT CONSULTING,12,11,1
SOFTWARE HOUSE INTERNATIONAL,12,12,0
PLACE MONTCALM PHASE III,12,12,0
THE DATA GROUP OF COMPANIES,11,8,3
CDW CANADA,11,7,4
IBM CANADA,11,6,5
COMPUTER MEDIA GROUP,11,9,2
HEWLETT PACKARD,10,7,3
PRINTERS PLUS,10,7,3
ADIRONDACK TECHNOLOGIES,10,10,0
ECOLE DE LANGUES CREUSOT,9,9,0
ADRM TECHNOLOGY CONSULTING,9,7,2
NOVELL CANADA,8,8,0
ALTIS HUMAN RESOURCES,8,6,2
ONX ENTERPRISE SOLUTIONS,8,8,0
GILMORE PRINTING SERVICES,8,8,0
CISTEL TECHNOLOGY,8,7,1
COFOMO,8,7,1
SYBASE CANADA,7,7,0
ASOKAN BUSINESS INTERIORS,7,7,0
CBCI TELECOM,7,7,0
BELL CANADA,7,2,5
AGILYSYS,7,7,0
NATIONAL PRINTERS,6,5,1
ORACLE CANADA,6,6,0
SNC LAVALIN,6,5,1
CACHE COMPUTER CONSULTING,6,5,1
MINDWIRE SYSTEMS,6,6,0
CSI CONSULTING,6,2,4
MICROSOFT CANADA,6,6,0
QUINTET CONSULTING,6,6,0
NORTHERN MICRO,5,5,0
TDV GLOBAL,5,4,1
MODIS CANADA,5,5,0
3M CANADA COMPANY,5,3,2
CYGNOS IT SECURITY,5,2,3
ISE,5,5,0
PITNEY BOWES,5,2,3
BRAINSII CANADA,5,2,3
ADVANCED BUSINESS INTERIORS,5,5,0
DWP SOLUTIONS,5,2,3
TRM TECHNOLOGIES,5,4,1
EXCELLENCE RHR CONSULTATION,5,3,2
AMTEK ENGINEERING,4,1,3
DMTI SPATIAL,4,4,0
ENSEIGNES PATTISON SIGN GROUP,4,4,0
AGL INVESTIGATION CONSULTING,4,3,1
SHRED IT,4,2,2
CORADIX TECHNOLOGY CONSULTING,4,4,0
NISHA TECHONOLOGIES,4,4,0
RJR INNOVATIONS,4,2,2
MTS ALLSTREAM,4,1,3
SHI CANADA,4,4,0
ID3 IDEES AU CUBE,4,4,0
QUINT WELLINGTON REDWOOD,4,2,2
3755479 CANADA,4,3,1
MAXSYS,3,3,0
2KEYS,3,2,1
ADVANCED CHIPPEWA TECHNOLOGIES,3,3,0
ARCONAS,3,3,0
ARTEMP PERSONNEL SERVICES,3,3,0
BPO MANAGEMENT SERVICES,3,1,2
BRINKS CANADA LLIMITED,3,1,2
COMNET,3,1,2
COMPUPHILE SYSTEMS,3,3,0
COREL,3,3,0
CORNERSTONE GROUP OF COMPANIES,3,2,1
COSSETTE COMMUNICATIONS,3,3,0
DALIAN ENTERPRISES,3,3,0
DELTA PARTNERS,3,1,2
EBSCO CANADA,3,3,0
ESSOCIATES GROUP,3,2,1
FREE BALANCE,3,3,0
GLOBAL UPHOLSTERY,3,3,0
IBISKA TELECOM,3,3,0
INSA,3,3,0
INTERSOL GROUP,3,2,1
ITPLANIT SERVICES,3,1,2
KPMG,3,2,1
LANGUAGE SCHOOL CREUSOT,3,3,0
LANNICK CONTRACT SOLUTIONS,3,3,0
MYRIAM AFRIAT,3,1,2
PLEIAD CANADA,3,3,0
PROACTIVE SECURITY,3,3,0
TAG HR IT THE ASSOCIATES GROUP,3,2,1
THE RETIREMENT PLANNING INSTITUTE,3,1,2
DYNAMIC PERSONNEL CONSULTANTS,2,2,0
CONTRACT FURNITURE SOURCE,2,1,1
ENTRUST,2,1,1
EPSI,2,1,1
ERGOPRIME,2,1,1
THE HERJAVEC GROUP,2,2,0
COMPUZONIC,2,2,0
FUJITSU,2,2,0
