vendor_normalized,effective_year,sum_yearly_value
BDO CANADA,2011,707118.97
BDO CANADA,2012,785432.10
BDO CANADA,2013,898899.30
BDO CANADA,2014,278929.35
BDO CANADA,2015,20695.50
BDO CANADA,2016,20695.50
CALIAN,2010,989961.18
CALIAN,2011,769132.00
CALIAN,2012,1134825.28
CALIAN,2013,1658561.59
CALIAN,2014,2145509.56
CALIAN,2015,908202.32
CALIAN,2016,789196.07
CANADIAN BANK NOTE COMPANY,2010,16465402.20
CANADIAN BANK NOTE COMPANY,2011,60838409.17
CANADIAN BANK NOTE COMPANY,2012,12192998.33
CANADIAN BANK NOTE COMPANY,2013,63466295.67
CANADIAN BANK NOTE COMPANY,2014,51771832.79
CANADIAN BANK NOTE COMPANY,2015,51771832.79
CANADIAN BANK NOTE COMPANY,2016,51154012.00
CANADIAN CORPS OF COMMISSIONAIRES,2010,2033562.63
CANADIAN CORPS OF COMMISSIONAIRES,2011,2663423.95
CANADIAN CORPS OF COMMISSIONAIRES,2012,3782143.54
CANADIAN CORPS OF COMMISSIONAIRES,2013,7029658.23
CANADIAN CORPS OF COMMISSIONAIRES,2014,5030938.49
CANADIAN CORPS OF COMMISSIONAIRES,2015,628203.48
EXCEL HUMAN RESOURCES,2010,24688.13
EXCEL HUMAN RESOURCES,2012,1620134.91
EXCEL HUMAN RESOURCES,2013,2646493.62
EXCEL HUMAN RESOURCES,2014,2041091.81
GLOBAL ENTERPRISE TECHNOLOGIES,2010,7847992.07
GLOBAL ENTERPRISE TECHNOLOGIES,2011,7847992.07
GLOBAL ENTERPRISE TECHNOLOGIES,2012,7847992.07
GLOBAL ENTREPRISE TECHNOLOGIES,2010,6111180.63
GLOBAL ENTREPRISE TECHNOLOGIES,2011,6111180.63
HEWLETT PACKARD,2010,1011992.36
HEWLETT PACKARD,2011,1827079.68
HEWLETT PACKARD,2012,1843373.56
HEWLETT PACKARD,2013,16293.88
SAS INSTITUTE,2010,127902.82
SAS INSTITUTE,2011,737404.72
SAS INSTITUTE,2012,1040279.63
SAS INSTITUTE,2013,875061.23
SAS INSTITUTE,2014,704017.23
SAS INSTITUTE,2015,300314.13
XEROX,2010,65837.48
XEROX,2011,90198.41
XEROX,2012,473629.55
XEROX,2013,458113.57
XEROX,2014,363508.36
XEROX,2015,350278.54
XEROX,2016,348093.06
XEROX,2017,348093.06
XEROX,2018,179228.17
XEROX,2019,179228.17
