vendor_normalized,effective_year,sum_yearly_value
ACCENTURE,2010,71252165.40
ACCENTURE,2011,79317939.83
ACCENTURE,2012,79317939.83
ACCENTURE,2013,79363929.83
ACCENTURE,2014,8065774.43
ACCENTURE,2015,21505264.82
ACCENTURE,2016,27546057.34
ACCENTURE,2017,27546057.34
ACCENTURE,2018,6040792.52
ACCENTURE,2019,24796.66
BELL CANADA,2010,183890621.48
BELL CANADA,2011,148878774.38
BELL CANADA,2012,35433388.90
BELL CANADA,2013,32676163.79
BELL CANADA,2014,36325800.40
BELL CANADA,2015,32280631.83
BELL CANADA,2016,2619858.34
BELL CANADA,2017,2545595.32
BELL CANADA,2018,7765538.77
BELL CANADA,2019,768469.61
BGIS,2013,192010709.60
BGIS,2014,1254121820.71
BGIS,2015,1255137889.00
BGIS,2016,1255147152.95
BGIS,2017,1253972116.27
BGIS,2018,1253974697.94
BGIS,2019,1253940623.34
BROOKFIELD ASSET MANAGEMENT,2010,2975306.86
BROOKFIELD ASSET MANAGEMENT,2011,83717.60
BROOKFIELD ASSET MANAGEMENT,2012,74696.57
BROOKFIELD ASSET MANAGEMENT,2013,135433814.64
BROOKFIELD ASSET MANAGEMENT,2014,135278947.57
BROOKFIELD ASSET MANAGEMENT,2015,135289827.40
BROOKFIELD ASSET MANAGEMENT,2016,135242754.14
BROOKFIELD ASSET MANAGEMENT,2017,135212832.56
BROOKFIELD ASSET MANAGEMENT,2019,42688.36
COMPUTERSHARE INVESTOR SERVICES,2010,7551077.24
COMPUTERSHARE INVESTOR SERVICES,2011,40525134.27
COMPUTERSHARE INVESTOR SERVICES,2012,39121386.08
COMPUTERSHARE INVESTOR SERVICES,2013,39165773.48
COMPUTERSHARE INVESTOR SERVICES,2014,38829585.04
COMPUTERSHARE INVESTOR SERVICES,2015,38177260.00
COMPUTERSHARE INVESTOR SERVICES,2016,38167743.09
COMPUTERSHARE INVESTOR SERVICES,2017,38455863.19
COMPUTERSHARE INVESTOR SERVICES,2018,38508754.15
COMPUTERSHARE INVESTOR SERVICES,2019,79750361.27
ELLISDON,2011,44499674.45
ELLISDON,2012,83900921.17
ELLISDON,2013,180489116.81
ELLISDON,2014,152331245.15
ELLISDON,2015,126030870.73
ELLISDON,2016,98585096.74
ELLISDON,2017,69378884.78
ELLISDON,2018,50159495.43
ELLISDON,2019,82781212.17
GLAXOSMITHKLINE,2010,2090000.00
GLAXOSMITHKLINE,2011,43622812.33
GLAXOSMITHKLINE,2012,49557169.55
GLAXOSMITHKLINE,2013,58533679.50
GLAXOSMITHKLINE,2014,71922616.68
GLAXOSMITHKLINE,2015,59933014.98
GLAXOSMITHKLINE,2016,58028826.77
GLAXOSMITHKLINE,2017,51786577.77
GLAXOSMITHKLINE,2018,51786577.77
GLAXOSMITHKLINE,2019,38478700.58
HEWLETT PACKARD,2010,68475165.21
HEWLETT PACKARD,2011,54522973.95
HEWLETT PACKARD,2012,90328027.98
HEWLETT PACKARD,2013,250535613.59
HEWLETT PACKARD,2015,99331147.84
HEWLETT PACKARD,2016,102200567.32
HEWLETT PACKARD,2017,102200567.32
HEWLETT PACKARD,2019,35998584.98
PCL CONSTRUCTORS,2010,84969698.19
PCL CONSTRUCTORS,2011,85427622.63
PCL CONSTRUCTORS,2012,47935676.16
PCL CONSTRUCTORS,2013,295229825.76
PCL CONSTRUCTORS,2014,182812233.16
PCL CONSTRUCTORS,2015,110802325.80
PCL CONSTRUCTORS,2016,3504995.65
PCL CONSTRUCTORS,2017,442063840.77
PCL CONSTRUCTORS,2018,71261781.53
PCL CONSTRUCTORS,2019,85110934.43
POMERLEAU,2010,10278409.07
POMERLEAU,2011,19668254.35
POMERLEAU,2012,43295854.27
POMERLEAU,2013,29251589.82
POMERLEAU,2014,31235073.50
POMERLEAU,2015,97852935.63
POMERLEAU,2016,40516619.45
POMERLEAU,2017,79833035.07
POMERLEAU,2018,28611276.65
POMERLEAU,2019,14728012.23
