vendor_normalized,effective_year,sum_yearly_value
A NET SOLUTIONS,2017,25637.00
A NET SOLUTIONS,2018,25637.00
A NET SOLUTIONS,2019,25637.00
ANET SOLUTIONS,2017,16950.00
ANET SOLUTIONS,2018,25848.75
ANET SOLUTIONS,2019,25848.75
CONTRACT COMMUNITY,2018,22148.00
CONTRACT COMMUNITY,2019,24521.00
CORADIX TECHNOLOGY CONSULTING,2016,36160.00
CORADIX TECHNOLOGY CONSULTING,2017,12430.00
EXCEL HUMAN RESOURCES,2018,59891.34
EXCEL HUMAN RESOURCES,2019,59891.34
ITEX,2017,40100.72
ITEX,2018,5322.30
ITEX,2019,5322.30
MICROSOFT CANADA,2016,18435.24
MICROSOFT CANADA,2017,23799.84
MICROSOFT CANADA,2018,10899.40
MICROSOFT CANADA,2019,18881.46
QMR,2016,88094.80
QMR,2017,84591.80
QMR,2018,27346.00
TAG HR THE ASSOCIATES GROUP,2018,42589.24
TAG HR THE ASSOCIATES GROUP,2019,42589.24
ZYCOM,2017,224726.24
ZYCOM,2018,25188.78
ZYCOM,2019,42442.80
