owner_acronym,effective_year,sum_yearly_value
agr,2018,507621.11
agr,2019,507621.11
cbsa,2013,2569186.00
cbsa,2015,582206.13
cbsa,2016,582206.13
cbsa,2017,582206.13
cbsa,2018,137183.10
cbsa,2019,1552822.20
cer,2017,180951.00
cer,2018,1166986.08
cer,2019,1630677.94
cfia,2014,81360.00
cfia,2015,319292.80
chrc,2015,65095.91
chrc,2016,65095.91
chrc,2017,65095.91
chrc,2018,65095.91
chrc,2019,65095.91
cnsc,2010,101135.00
cnsc,2011,157974.00
cnsc,2012,293348.00
cnsc,2013,245859.75
cnsc,2014,139549.35
cnsc,2015,113585.84
cnsc,2016,84522.24
cra,2011,3909130.28
cra,2012,6492369.42
cra,2013,7933173.14
cra,2014,7102613.28
cra,2015,7063217.47
cra,2016,10661731.94
cra,2017,11544378.55
cra,2018,8345974.08
csc,2018,2361332.19
csc,2019,1695000.00
csps,2014,54240.00
csps,2015,54240.00
cta,2015,26886.96
cta,2017,5238.14
cta,2018,114136.93
cta,2019,261772.19
dfo,2011,195378.00
dfo,2012,151919.60
dfo,2013,65550.00
dfo,2018,247095.58
dfo,2019,619165.08
dnd,2010,164165.63
dnd,2011,4219159.76
dnd,2012,5958894.20
dnd,2013,13105407.38
dnd,2014,5622520.75
dnd,2015,15301606.29
dnd,2016,16174929.84
dnd,2017,5981593.99
dnd,2018,15338457.06
dnd,2019,14618462.74
ec,2012,163125.00
ec,2013,503125.00
ec,2014,340000.00
elections,2014,127840.24
elections,2015,620162.91
elections,2016,620162.91
elections,2017,620162.91
elections,2018,620162.91
esdc,2010,1291380.74
esdc,2011,2164653.24
esdc,2012,2475163.11
esdc,2013,3699971.09
esdc,2014,3099364.47
esdc,2015,480244.77
fin,2015,22600.00
gac,2012,625382.00
gac,2013,707312.65
gac,2014,441496.65
gac,2018,577249.20
gac,2019,615386.70
hc,2012,148764.50
hc,2013,2405148.50
hc,2014,134698.44
hc,2015,74862.50
hc,2016,1249022.90
hc,2017,1224106.40
hc,2018,1224106.40
ic,2010,986112.00
ic,2011,1117529.89
ic,2012,1529182.72
ic,2013,2894968.56
ic,2014,2402344.50
ic,2015,1067271.75
ic,2016,2027404.60
ic,2017,2150939.97
ic,2018,2385126.02
ic,2019,1491968.67
ircc,2011,159692.50
ircc,2012,330842.50
ircc,2013,417019.45
ircc,2014,512043.13
ircc,2015,663137.18
ircc,2016,1739112.60
ircc,2017,2613063.42
ircc,2018,4502330.42
ircc,2019,7417905.19
just,2010,117642.80
just,2011,333576.00
just,2012,460136.46
just,2014,439861.38
just,2015,313549.95
just,2016,458469.68
just,2017,1343208.93
just,2018,884739.25
just,2019,308796.95
lac,2012,80136.83
lac,2013,167000.33
lac,2014,324995.26
lac,2015,243588.19
lac,2016,302241.19
lac,2018,967955.67
lac,2019,920974.70
nrc,2013,131856.50
nrc,2014,64882.00
nrc,2015,434363.00
nrcan,2019,12373.50
pc,2014,260763.31
pc,2017,624367.74
pco,2012,18306.00
pco,2019,52878.35
phac,2012,297529.00
phac,2013,347023.00
phac,2014,1190570.44
phac,2015,1080845.00
phac,2016,3327578.80
phac,2017,924792.00
phac,2018,924792.00
ppsc,2011,77066.00
ppsc,2012,77066.00
ppsc,2013,77066.00
pptc,2012,206850.00
pptc,2013,53550.00
ps,2011,24860.00
ps,2013,218584.19
ps,2014,218584.19
ps,2015,91694.79
ps,2016,67255.72
ps,2017,67255.72
ps,2018,53909.40
psc,2013,168144.00
psc,2015,269041.00
psc,2016,531100.00
psc,2017,531100.00
psc,2018,698227.00
psc,2019,1010107.00
pspc,2010,4417710.41
pspc,2011,5817074.24
pspc,2012,15535797.81
pspc,2013,564530.75
pspc,2014,198928.91
pspc,2015,198928.91
pspc,2016,140359.14
pspc,2018,4886073.57
pspc,2019,6506934.54
rcmp,2010,710349.56
rcmp,2011,1146778.16
rcmp,2012,334050.60
rcmp,2014,135600.00
rcmp,2016,429400.00
rcmp,2017,770119.18
rcmp,2018,1523775.79
rcmp,2019,2338229.02
ssc,2014,298998.00
ssc,2016,200432.76
ssc,2017,3441257.32
ssc,2018,10936351.06
ssc,2019,10896443.56
stats,2011,130547.20
tbs,2011,387383.58
tbs,2012,497938.17
tbs,2013,497938.17
tc,2011,8467.20
tc,2012,8467.20
vac,2012,49980.00
vac,2014,135001.10
