vendor_normalized,effective_year,sum_yearly_value
AGILENT,2017,278272.93
AGILENT,2018,285825.81
AGILENT,2019,98643.11
CW BRABENDER INSTRUMENTS,2016,23713.30
CW BRABENDER INSTRUMENTS,2017,308699.54
CW BRABENDER INSTRUMENTS,2018,23713.30
CW BRABENDER INSTRUMENTS,2019,15374.15
DELL COMPUTER,2016,25373.66
DELL COMPUTER,2017,158840.29
DELL COMPUTER,2018,89467.07
DELL COMPUTER,2019,634601.67
FISHER SCIENTIFIC COMPANY,2017,139415.07
FISHER SCIENTIFIC COMPANY,2018,105340.78
FISHER SCIENTIFIC COMPANY,2019,54278.40
LIFE TECHNOLOGIES,2017,400115.95
LIFE TECHNOLOGIES,2018,241012.28
LIFE TECHNOLOGIES,2019,341788.24
METTLER TOLEDO,2017,237571.79
METTLER TOLEDO,2018,226279.12
METTLER TOLEDO,2019,22754.21
NEOGEN,2017,34418.88
NEOGEN,2018,234240.73
NEOGEN,2019,10922.12
PERTEN INSTRUMENTS CANADA,2017,84557.38
PERTEN INSTRUMENTS CANADA,2018,219415.44
PERTEN INSTRUMENTS CANADA,2019,338538.51
THERMOFISHER SCIENTIFIC,2017,13800.23
THERMOFISHER SCIENTIFIC,2018,1263174.12
THERMOFISHER SCIENTIFIC,2019,948996.34
WATERS,2017,279235.61
WATERS,2018,300507.37
WATERS,2019,335318.51
