vendor_normalized,sum_effective_value
IBM CANADA,68498580.27
CANADIAN CORPS OF COMMISSIONAIRES,31037980.55
CACHE COMPUTER CONSULTING,30893864.28
APPTION,15122355.74
DONNA CONA,14893653.01
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,13135440.65
MAXXAM ANALYTICS INTERNATIONAL,12700460.81
COFOMO,10786993.29
CGI,9721926.83
THERMO FISHER SCIENTIFIC,9553124.66
VERITAAQ TECHNOLOGY HOUSE,9522745.37
OVATIO LEROUX,9296500.93
WINTERSTEIGER,9272037.49
SYSTEMATIX SOLUTIONS,9220283.51
ELSEVIER,8781146.24
ADGA GROUP,8702646.98
PODOLINSKY EQUIPMENT,8066905.09
NORTHERN MICRO,7695880.11
NISHA TECHONOLOGIES,7623540.31
RACING FORENSICS,7548130.10
SERVICE STAR BUILDING CLEANING,6797380.36
BUCKHORN EARTHMOVING,6723047.88
ILLUMINA CANADA,6497937.12
SI SYSTEMS,6408543.39
VWR INTERNATIONAL,6079727.21
MAPLESOFT CONSULTING,6062691.68
DELOITTE AND TOUCHE,5879119.26
FISHER SCIENTIFIC,5632398.72
HOLONICS,5559850.26
MICROSOFT CANADA,5280216.44
CONTROLLED ENVIRONMENTS,5113185.53
CORETRACKS CLARITY CA,4904820.45
UNIVERSITY OF GUELPH,4577208.44
BIO RAD LABORATORIES CANADA,4491795.00
IMPERIAL OIL,4398806.70
SYSTEMSCOPE,4386120.99
AGILENT,4370499.23
ORACLE CANADA,4291286.96
FOXRED CONSULTING,4042443.84
DALIAN ENTERPRISES,3944032.28
DELL COMPUTER,3790164.68
BDO CANADA,3775875.75
FINN CONSTRUCTION,3705564.84
EQUIPEMENT BENOIT RIVARD,3572022.19
LIFE TECHNOLOGIES,3528101.24
XEROX,3511034.11
CALIAN,3407933.91
CISTEL TECHNOLOGY,3382525.83
TURTLE TECHNOLOGIES,3302860.95
I4C CONSULTING,3295376.92
OTTAWA BUSINESS INTERIORS,3189955.37
FISHER SCIENTIFIC COMPANY,3006710.65
STREAK FREE JANITORIAL 1068722,2998164.34
TOSHIBA OF CANADA,2891028.55
LAVAL LAB,2791072.33
ALTIS HUMAN RESOURCES,2744395.39
CORADIX TECHNOLOGY CONSULTING,2625720.35
NUCRO TECHNICS,2622722.47
SEA FARE EXPOSITIONS,2547634.17
SAP,2534311.04
WILEY SUBSCRIPTION SERVICES,2471204.70
EBSCO CANADA,2450858.90
BELL CANADA,2393872.94
SAMSON ASSOCIES,2344721.79
PEAK MECHANICAL PARTNERSHIP,2259601.50
LEICA MICROSYSTEMS CANADA,2163069.29
ALTRUISTIC INFORMATICS CONSULTING,2148535.81
FOSS NORTH AMERICA,2138892.96
MICHAEL WAGER CONSULTING,2137815.54
TRANSPOLAR TECHNOLOGY,2122524.21
IT NET CONSULTANTS,2086879.44
THE HALIFAX COMPUTER CONSULTING,2026542.00
PPI CONSULTING,2003220.17
GARTNER,1970211.94
FELIX TECHNOLOGY,1967829.10
GENOME QUEBEC,1951427.84
FERENCE COMPANY CONSULTING,1932007.13
HOSKIN SCIENTIFIC,1925163.94
CULLITON,1903287.66
WATERS,1900558.07
FORD MOTOR COMPANY,1865105.03
SIEMENS,1764862.11
ERNST YOUNG,1719369.29
FCA CANADA,1714045.79
ARI FINANCIAL SERVICES,1693219.70
GDI SERVICES CANADA,1654264.93
BRUKER,1648086.83
SIMPLEX GRINNELL,1646441.05
OVID TECHNOLOGIES,1645237.20
PRICEWATERHOUSE COOPERS,1637024.46
COMMERCIAL CLEANING SERVICES,1590710.01
QUALTECH SOLUTIONS,1568632.67
THE KTL GROUP,1544380.56
R A MALATEST ASSOCIATES,1541105.11
LES TOITURES RAYMOND ET ASS,1521863.22
LEKTER INDUSTRIAL SERVICES,1518529.02
CAN DIVE CONSTRUCTION,1518014.21
MISHKUMI TECHNOLOGIES,1438718.49
KOWAL CONSTRUCTION ALTA,1421013.76
TELECOM COMPUTER SERVICES,1414390.02
BLUEWAVE ENERGY,1405535.77
GOLDER ASSOCIATES,1387106.57
