vendor_normalized,effective_year,sum_yearly_value
APPTION,2013,446591.53
APPTION,2014,446591.53
APPTION,2015,1439336.08
APPTION,2016,5213527.08
APPTION,2017,3807759.53
APPTION,2018,1521733.33
APPTION,2019,2246816.67
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,2015,2627088.13
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,2016,2627088.13
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,2017,2627088.13
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,2018,2627088.13
BUREAU VERITAS LABORATORIES MAXXAM ANALYTICS,2019,2627088.13
CACHE COMPUTER CONSULTING,2013,160650.00
CACHE COMPUTER CONSULTING,2014,1533598.35
CACHE COMPUTER CONSULTING,2015,2807232.87
CACHE COMPUTER CONSULTING,2016,5012755.32
CACHE COMPUTER CONSULTING,2017,3711748.90
CACHE COMPUTER CONSULTING,2018,9006326.44
CACHE COMPUTER CONSULTING,2019,8661552.41
CANADIAN CORPS OF COMMISSIONAIRES,2012,2291023.02
CANADIAN CORPS OF COMMISSIONAIRES,2013,4434287.02
CANADIAN CORPS OF COMMISSIONAIRES,2014,2066069.14
CANADIAN CORPS OF COMMISSIONAIRES,2015,2930642.98
CANADIAN CORPS OF COMMISSIONAIRES,2016,4163759.83
CANADIAN CORPS OF COMMISSIONAIRES,2017,3793034.82
CANADIAN CORPS OF COMMISSIONAIRES,2018,5952961.23
CANADIAN CORPS OF COMMISSIONAIRES,2019,5406202.51
CGI,2011,1455843.28
CGI,2012,1455843.28
CGI,2013,1699333.36
CGI,2014,1822833.36
CGI,2015,861439.46
CGI,2016,830984.09
CGI,2017,424725.00
CGI,2018,687575.00
CGI,2019,483350.00
COFOMO,2013,355686.98
COFOMO,2014,441436.98
COFOMO,2015,39550.00
COFOMO,2016,39550.00
COFOMO,2017,599063.10
COFOMO,2018,1559511.87
COFOMO,2019,7752194.37
DONNA CONA,2010,808202.88
DONNA CONA,2011,1511273.90
DONNA CONA,2012,1511273.90
DONNA CONA,2013,1715382.26
DONNA CONA,2014,735748.97
DONNA CONA,2015,1393653.01
DONNA CONA,2016,2220705.59
DONNA CONA,2017,2037682.22
DONNA CONA,2018,1498216.52
DONNA CONA,2019,1461513.76
IBM CANADA,2011,1630872.18
IBM CANADA,2012,2624543.14
IBM CANADA,2013,4248687.41
IBM CANADA,2014,9152693.44
IBM CANADA,2015,10363425.17
IBM CANADA,2016,10082156.37
IBM CANADA,2017,11130861.87
IBM CANADA,2018,12748511.35
IBM CANADA,2019,6516829.34
MAXXAM ANALYTICS INTERNATIONAL,2010,2113448.58
MAXXAM ANALYTICS INTERNATIONAL,2011,2113448.58
MAXXAM ANALYTICS INTERNATIONAL,2012,2113448.58
MAXXAM ANALYTICS INTERNATIONAL,2013,2113448.58
MAXXAM ANALYTICS INTERNATIONAL,2014,2123333.25
MAXXAM ANALYTICS INTERNATIONAL,2015,2123333.25
THERMO FISHER SCIENTIFIC,2013,111526.02
THERMO FISHER SCIENTIFIC,2014,1657644.79
THERMO FISHER SCIENTIFIC,2015,1029453.06
THERMO FISHER SCIENTIFIC,2016,1051897.64
THERMO FISHER SCIENTIFIC,2017,1276667.49
THERMO FISHER SCIENTIFIC,2018,1565080.70
THERMO FISHER SCIENTIFIC,2019,2860854.97
