vendor_normalized,effective_year,sum_yearly_value
CALIAN,2011,3909149.39
CALIAN,2012,3909149.39
CALIAN,2017,2883333.33
CALIAN,2018,2883333.33
CALIAN,2019,5415272.08
CANADIAN CORPS OF COMMISSIONAIRES,2011,1624285.82
CANADIAN CORPS OF COMMISSIONAIRES,2012,2115740.98
CANADIAN CORPS OF COMMISSIONAIRES,2013,2508673.70
CANADIAN CORPS OF COMMISSIONAIRES,2014,1146310.06
CANADIAN CORPS OF COMMISSIONAIRES,2015,846234.08
CANADIAN CORPS OF COMMISSIONAIRES,2016,856830.95
CANADIAN CORPS OF COMMISSIONAIRES,2017,1013792.55
CANADIAN CORPS OF COMMISSIONAIRES,2018,1096499.12
CANADIAN CORPS OF COMMISSIONAIRES,2019,1006511.96
CANADIAN VETERANS VR SERVICE,2014,7206628.34
CANADIAN VETERANS VR SERVICE,2015,7206628.34
CANADIAN VETERANS VR SERVICE,2016,7206628.34
CANADIAN VETERANS VR SERVICE,2017,7206628.34
CANADIAN VETERANS VR SERVICE,2018,7206628.34
COSSETTE COMMUNICATIONS,2011,2673025.96
COSSETTE COMMUNICATIONS,2012,2987537.43
COSSETTE COMMUNICATIONS,2013,4012542.40
COSSETTE COMMUNICATIONS,2014,14831239.70
COSSETTE COMMUNICATIONS,2015,3641747.57
COSSETTE COMMUNICATIONS,2017,2151083.49
COSSETTE COMMUNICATIONS,2018,3504620.43
COSSETTE COMMUNICATIONS,2019,3415460.36
MEDAVIE,2014,327657949.96
SOMOS,2016,2683750.00
SOMOS,2017,2683750.00
SOMOS,2018,4166875.00
SOMOS,2019,4166875.00
STIFF SENTENCES,2017,56697.75
STIFF SENTENCES,2018,7966697.75
STIFF SENTENCES,2019,7910000.00
TPG TECHNOLOGY CONSULTANTS,2014,14250000.00
TPG TECHNOLOGY CONSULTANTS,2015,14250000.00
TPG TECHNOLOGY CONSULTANTS,2018,29809499.90
TPG TECHNOLOGY CONSULTANTS,2019,37140749.90
VICTORIA POINT REHAB,2011,1700720.61
VICTORIA POINT REHAB,2012,1700720.61
VICTORIA POINT REHAB,2013,855312.09
VICTORIA POINT REHAB,2015,1786754.00
VICTORIA POINT REHAB,2016,1786754.00
VICTORIA POINT REHAB,2017,237243.50
VICTORIA POINT REHAB,2018,237243.50
WCG INTERNATIONAL CONSULTANTS MARCH OF DIMES CANADA IN JOINT VENTURE,2018,36219202.14
WCG INTERNATIONAL CONSULTANTS MARCH OF DIMES CANADA IN JOINT VENTURE,2019,36219202.14
