gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ADAMS COMPANY COMMUNICATIONS,2017,2,2,0
COMMUNICATIONS SECURITY ESTABLISHMENT,2016,1,1,0
CSDC,2018,1,1,0
EXECUTIVE CABS,2017,1,1,0
EXECUTIVE CABS,2018,1,1,0
NISHA TECHONOLOGIES,2017,2,2,0
NISHA TECHONOLOGIES,2018,3,3,0
PUBLIC SERVICES AND PROCUREMENT CANADA,2019,4,4,0
PUBLIC WORKS AND GOVERNMENT SERVICES CANADA,2017,3,3,0
QMR,2015,1,1,0
QMR,2016,2,2,0
QMR,2018,1,1,0
SHARED SERVICES CANADA,2017,1,1,0
SHARED SERVICES CANADA,2018,1,1,0
SOFTCHOICE,2016,1,1,0
SOFTCHOICE,2017,4,4,0
SOFTCHOICE,2018,1,1,0
