gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ABI ADVANCED BUSINESS INTERIORS,2017,7,7,0
ABI ADVANCED BUSINESS INTERIORS,2018,4,2,2
ASAP REPORTING SERVICES,2016,2,2,0
ASAP REPORTING SERVICES,2017,3,2,1
ASAP REPORTING SERVICES,2018,2,1,1
ASAP REPORTING SERVICES,2019,2,1,1
CGI,2016,1,1,0
CGI,2017,4,2,2
CGI,2018,3,2,1
CGI,2019,3,0,3
CISTEL TECHNOLOGY,2016,2,1,1
CISTEL TECHNOLOGY,2017,7,1,6
CISTEL TECHNOLOGY,2018,16,12,4
CISTEL TECHNOLOGY,2019,23,5,18
IRON MOUNTAIN CANADA OPERATIONS,2017,2,2,0
IRON MOUNTAIN CANADA OPERATIONS,2018,2,2,0
IRON MOUNTAIN CANADA OPERATIONS,2019,3,2,1
ITEX,2016,2,2,0
ITEX,2017,3,3,0
ITEX,2018,4,4,0
ITEX,2019,1,1,0
MAPLESOFT CONSULTING,2018,32,20,12
MAPLESOFT CONSULTING,2019,28,4,24
MICROSOFT CANADA,2017,6,6,0
MICROSOFT CANADA,2018,3,3,0
MICROSOFT CANADA,2019,3,2,1
THE AIM GROUP,2019,13,6,7
THE RIGHT DOOR CONSULTING SOLUTIONS,2017,3,3,0
THE RIGHT DOOR CONSULTING SOLUTIONS,2018,4,3,1
THE RIGHT DOOR CONSULTING SOLUTIONS,2019,1,0,1
