gen_vendor_normalized,total_entries,total_contracts,total_amendments
IQVIA,5,4,1
DENIS BELANGER,4,2,2
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,3,2,1
IQVIA AG,3,2,1
RICHARD SCHWINDT,3,3,0
SAS INSTITUTE,3,3,0
GLOBALDATA PUBLICATIONS,3,3,0
FACTIVA,2,2,0
DR ADIL VIRANI,2,2,0
PETER JAMIESON PROFESSIONAL,2,2,0
DR MUHAMMAD MAMDANI,2,2,0
ECOLE DE LANGUES ABCE,2,2,0
AVI SPL CANADA,2,2,0
BRITESKY,2,2,0
QUANTUM MANAGEMENT SERVICES,2,1,1
DR MICHAEL RIEDER,2,2,0
INTEGRA NETWORK,2,1,1
FRED AOKI,1,1,0
GLEN WHYTE CONSULTING,1,1,0
IFATHOM,1,1,0
IMS AG,1,1,0
IMS HEALTH CANADA,1,1,0
IMS WORLD,1,1,0
INTEGRA NETWORKS,1,1,0
IQVIA IG,1,1,0
IQVIA WORLD PUBLICATIONS,1,1,0
JACQUES LELORIER,1,1,0
JACQUES LELORIER CONSULTANTS,1,1,0
LASER ANALYTICA,1,1,0
LA SOCIETE VIDAL,1,1,0
MICHAEL RIEDER,1,1,0
MUHAMMAD MUMDANI,1,1,0
NERA ECONOMIC CONSULTING,1,1,0
NORTHERN MICRO,1,1,0
ORANGUTECH,1,1,0
OVRDIS,1,1,0
PETER JAMIESON,1,1,0
RFP SOLUTIONS,1,1,0
STAPLES BUSINESS ADVANTAGE,1,1,0
STENOTRAN SERVICES,1,1,0
THE AIM GROUP,1,1,0
THE ATTAIN GROUP,1,1,0
THE RIGHT DOOR CONSULTING,1,1,0
TJ5 TECHNOLOGIES,1,1,0
TRM TECHNOLOGIES,1,1,0
VIDAL,1,1,0
ACCURATE,1,1,0
VIDAL FRANCE,1,1,0
ACCURATE DESIGN COMMUNICATION,1,1,0
ACCURATE DESIGN COMMUNICATIONS,1,1,0
ADIL VIRANI,1,1,0
AFL,1,1,0
ALTIS HUMAN RESOURCES,1,1,0
COGNIVA,1,1,0
COGNIVA INFORMATION SOLUTIONS,1,1,0
COPEM CONSULTING,1,1,0
CORNERSTONE RESEARCH GROUP,1,1,0
DR FRED AOKI MEDICAL,1,1,0
DR FRED Y AOKI MEDICAL,1,1,0
DR JACQUES LELORIER,1,1,0
DR MIKE PAULDEN,1,1,0
EXCEL HUMAN RESOURCES,1,1,0
EXEL HUMAN RESOURCES,1,1,0
FACTIVA LIITED,1,1,0
