vendor_normalized,effective_year,sum_yearly_value
DENIS BELANGER,2016,236293.20
DENIS BELANGER,2017,236293.20
DENIS BELANGER,2018,236293.20
DENIS BELANGER,2019,78764.40
IMS AG,2016,91902.61
IMS AG,2017,91902.61
IMS AG,2018,91902.61
IMS AG,2019,91902.61
IMS HEALTH CANADA,2015,71482.48
IMS HEALTH CANADA,2016,71482.48
IMS HEALTH CANADA,2017,71482.48
IMS HEALTH CANADA,2018,71482.48
IMS HEALTH CANADA,2019,71482.48
IQVIA,2015,120643.94
IQVIA,2016,286558.54
IQVIA,2017,286558.54
IQVIA,2018,347657.27
IQVIA,2019,338617.27
IQVIA AG,2016,225601.00
IQVIA AG,2017,225601.00
IQVIA AG,2018,271939.00
IQVIA AG,2019,271939.00
IQVIA IG,2016,155777.33
IQVIA IG,2017,155777.33
IQVIA IG,2018,155777.33
IQVIA IG,2019,155777.33
NERA ECONOMIC CONSULTING,2015,199999.28
NERA ECONOMIC CONSULTING,2016,199999.28
NERA ECONOMIC CONSULTING,2017,199999.28
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2016,175450.00
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2017,188741.67
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2018,188741.67
OTTAWA VALLEY REGIONAL DRUG INFORMATION SERVICE,2019,188741.67
OVRDIS,2016,112646.88
OVRDIS,2017,112646.88
OVRDIS,2018,112646.88
OVRDIS,2019,112646.88
STENOTRAN SERVICES,2017,237300.00
STENOTRAN SERVICES,2018,237300.00
