vendor_normalized,sum_effective_value
BGIS,17460335368.14
GENERAL DYNAMICS,7373943552.85
LOCKHEED MARTIN,7294863341.87
IRVING SHIPBUILDING,4924080268.87
BELL CANADA,3958402987.44
D H PARTNERSHIP,3944030466.81
IBM CANADA,3661076620.38
VANCOUVER SHIPYARDS,2784295523.78
PLENARY PROPERTIES LTAP,2415759668.71
MICROSOFT CANADA,2277109857.07
CANADIAN CORPS OF COMMISSIONAIRES,1822274125.96
CGI,1516181491.46
IMP GROUP,1260909128.27
PROJET RESOLVE PROJECT RESOLVE,1241730000.00
AIRBUS DEFENSE SPACE,1221709018.32
PCL CONSTRUCTORS,1160148738.13
ROGERS,1135555793.26
TELUS CANADA,1088150108.64
GLAXOSMITHKLINE,1082686622.08
ELLISDON,1056420002.02
CANADIAN BANK NOTE COMPANY,958706580.30
BELL TEXTRON,902862519.31
MTS ALLSTREAM,860013167.03
EXPRESS SCRIPTS CANADA,849186485.89
MACK TRUCKS,826229143.64
UNITED STATES DEPARTMENT OF THE NAVY,805309425.10
RHEINMETALL,738791929.24
SEASPAN VICTORIA SHIPYARDS,716434116.14
RAYTHEON,693561590.69
IMPERIAL OIL,679988499.12
ORACLE CANADA,665729331.70
CAE,608068637.74
CUBIC DEFENSE APPLICATIONS,605054769.02
MACDONALD DETTWILER AND ASSOCIATES,591088245.44
RESOLVE,584287533.42
COSSETTE COMMUNICATIONS,583874502.80
POMERLEAU,554152222.56
SNC LAVALIN,502900924.32
LOGISTIK UNICORP,499822631.29
SI SYSTEMS,497500046.81
QUANTUM MANAGEMENT SERVICES,468379187.12
VERITAAQ TECHNOLOGY HOUSE,466332505.55
FFG,454828527.25
NORTHERN MICRO,447022519.24
ADGA GROUP,442321826.04
HEWLETT PACKARD,436534634.14
SIGNATURE SUR LE SAINT LAURENT,431519490.17
IBISKA TELECOM,425487344.90
PRICEWATERHOUSE COOPERS,417799210.05
NISHA TECHONOLOGIES,404194720.59
ZAYO CANADA,398759544.39
