gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,2010,324,232,92
ALTIS HUMAN RESOURCES,2011,324,239,85
ALTIS HUMAN RESOURCES,2012,369,266,103
ALTIS HUMAN RESOURCES,2013,385,289,96
ALTIS HUMAN RESOURCES,2014,451,315,136
ALTIS HUMAN RESOURCES,2015,445,328,117
ALTIS HUMAN RESOURCES,2016,419,295,124
ALTIS HUMAN RESOURCES,2017,397,277,120
ALTIS HUMAN RESOURCES,2018,396,268,128
ALTIS HUMAN RESOURCES,2019,395,251,144
CALIAN,2010,217,170,47
CALIAN,2011,652,575,77
CALIAN,2012,366,209,157
CALIAN,2013,448,312,136
CALIAN,2014,344,259,85
CALIAN,2015,308,219,89
CALIAN,2016,227,131,96
CALIAN,2017,298,162,136
CALIAN,2018,351,181,170
CALIAN,2019,377,203,174
CANADIAN CORPS OF COMMISSIONAIRES,2010,678,573,105
CANADIAN CORPS OF COMMISSIONAIRES,2011,809,710,99
CANADIAN CORPS OF COMMISSIONAIRES,2012,608,533,75
CANADIAN CORPS OF COMMISSIONAIRES,2013,897,788,109
CANADIAN CORPS OF COMMISSIONAIRES,2014,1030,878,152
CANADIAN CORPS OF COMMISSIONAIRES,2015,1096,911,185
CANADIAN CORPS OF COMMISSIONAIRES,2016,1171,874,297
CANADIAN CORPS OF COMMISSIONAIRES,2017,1122,850,272
CANADIAN CORPS OF COMMISSIONAIRES,2018,1274,986,288
CANADIAN CORPS OF COMMISSIONAIRES,2019,1154,842,312
CANADIAN HEALTH CARE AGENCY,2010,328,134,194
CANADIAN HEALTH CARE AGENCY,2011,834,373,461
CANADIAN HEALTH CARE AGENCY,2012,952,285,667
CANADIAN HEALTH CARE AGENCY,2013,1034,323,711
CANADIAN HEALTH CARE AGENCY,2014,548,232,316
CANADIAN HEALTH CARE AGENCY,2019,1,1,0
EXCEL HUMAN RESOURCES,2010,453,329,124
EXCEL HUMAN RESOURCES,2011,494,355,139
EXCEL HUMAN RESOURCES,2012,489,350,139
EXCEL HUMAN RESOURCES,2013,904,631,273
EXCEL HUMAN RESOURCES,2014,747,495,252
EXCEL HUMAN RESOURCES,2015,718,490,228
EXCEL HUMAN RESOURCES,2016,487,324,163
EXCEL HUMAN RESOURCES,2017,460,278,182
EXCEL HUMAN RESOURCES,2018,331,193,138
EXCEL HUMAN RESOURCES,2019,394,204,190
IMPERIAL OIL,2010,531,456,75
IMPERIAL OIL,2011,436,425,11
IMPERIAL OIL,2012,617,603,14
IMPERIAL OIL,2013,922,886,36
IMPERIAL OIL,2014,767,728,39
IMPERIAL OIL,2015,651,622,29
IMPERIAL OIL,2016,487,474,13
IMPERIAL OIL,2017,355,327,28
IMPERIAL OIL,2018,257,229,28
IMPERIAL OIL,2019,411,391,20
MCKESSON CANADA,2010,78,73,5
MCKESSON CANADA,2011,111,109,2
MCKESSON CANADA,2012,90,82,8
MCKESSON CANADA,2013,259,257,2
MCKESSON CANADA,2014,508,507,1
MCKESSON CANADA,2015,542,541,1
MCKESSON CANADA,2016,570,562,8
MCKESSON CANADA,2017,642,631,11
MCKESSON CANADA,2018,613,605,8
MCKESSON CANADA,2019,631,613,18
NORTHERN MICRO,2010,195,191,4
NORTHERN MICRO,2011,267,260,7
NORTHERN MICRO,2012,233,192,41
NORTHERN MICRO,2013,297,287,10
NORTHERN MICRO,2014,425,411,14
NORTHERN MICRO,2015,257,248,9
NORTHERN MICRO,2016,425,403,22
NORTHERN MICRO,2017,570,554,16
NORTHERN MICRO,2018,554,521,33
NORTHERN MICRO,2019,486,470,16
STANTEC,2010,417,358,59
STANTEC,2011,318,263,55
STANTEC,2012,352,267,85
STANTEC,2013,320,255,65
STANTEC,2014,379,298,81
STANTEC,2015,460,356,104
STANTEC,2016,528,376,152
STANTEC,2017,468,350,118
STANTEC,2018,512,359,153
STANTEC,2019,480,306,174
XEROX,2010,478,355,123
XEROX,2011,490,354,136
XEROX,2012,492,411,81
XEROX,2013,517,412,105
XEROX,2014,557,441,116
XEROX,2015,481,363,118
XEROX,2016,311,244,67
XEROX,2017,309,254,55
XEROX,2018,323,264,59
XEROX,2019,315,260,55
