owner_acronym,effective_year,sum_yearly_value
acoa,2010,15310.20
acoa,2011,15310.20
acoa,2012,8390.40
acoa,2018,2799.68
acoa,2019,2799.68
agr,2010,2574.43
agr,2011,13963.72
agr,2012,13963.72
agr,2013,13963.72
agr,2014,63932.59
agr,2015,14557.23
agr,2016,16247.45
agr,2017,1123943.75
agr,2018,1123943.75
agr,2019,1123943.75
atssc,2016,96257.44
atssc,2017,72775.77
atssc,2018,53020.06
atssc,2019,50746.88
cannor,2015,8654.39
cannor,2016,13981.26
cannor,2017,16116.17
cannor,2018,19693.31
cannor,2019,19693.31
cbsa,2012,3428.86
cbsa,2013,20030.49
cbsa,2014,32843.34
cbsa,2015,56362.86
cbsa,2016,128710.86
cbsa,2017,92372.71
cbsa,2018,102471.56
cbsa,2019,69973.22
ced,2010,44831.29
ced,2011,44329.26
ced,2012,34116.96
ced,2013,47366.39
ced,2014,59716.40
ced,2015,42652.61
ced,2016,24335.35
ced,2017,18469.23
ced,2018,2272.65
cer,2015,49999.50
cer,2016,73240.20
cer,2017,273262.30
cer,2018,131957.07
cer,2019,81270.61
cfia,2010,20774.69
cfia,2011,178340.60
cfia,2012,459970.84
cfia,2013,325969.20
cfia,2014,104754.72
cfia,2015,124726.59
cfia,2016,158246.34
cfia,2017,190971.48
cfia,2018,9069.11
cfia,2019,94601.35
cgc,2017,22094.55
cgc,2018,37519.92
cgc,2019,50287.46
chrc,2015,8201.81
chrc,2016,8201.81
chrc,2017,8201.81
chrc,2018,8201.81
chrc,2019,8201.81
cics,2018,15774.57
cics,2019,4024.12
cnsc,2010,51061.92
cnsc,2011,75759.53
cnsc,2012,69753.95
cnsc,2013,36704.91
cnsc,2014,36704.91
cnsc,2015,16397.16
cra,2010,626851.08
cra,2011,1352777.93
cra,2012,1702107.06
cra,2013,2278497.12
cra,2014,263097.56
cra,2015,90130.39
cra,2016,44553.48
cra,2017,77516.94
cra,2018,65620.45
cra,2019,59778.28
csc,2013,4592.29
csc,2014,201495.67
csc,2015,462087.86
csc,2016,680709.44
csc,2017,548396.34
csc,2018,734908.56
csc,2019,892147.92
csps,2010,4550.00
csps,2011,4550.00
csps,2012,4550.00
csps,2013,33922.66
csps,2014,60640.06
csps,2015,73337.80
csps,2016,68308.51
csps,2017,59086.27
csps,2018,59086.27
csps,2019,-5688.84
dfo,2010,84631.87
dfo,2011,431533.45
dfo,2012,325684.83
dfo,2013,188442.00
dfo,2014,197942.13
dfo,2015,201387.75
dfo,2016,185170.41
dfo,2017,164398.94
dfo,2018,552828.43
dfo,2019,538882.85
dnd,2010,545949.32
dnd,2011,865214.73
dnd,2012,702442.24
dnd,2013,1552399.25
dnd,2014,1402784.94
dnd,2015,2062858.98
dnd,2016,1066506.26
dnd,2017,698571.04
dnd,2018,622014.03
dnd,2019,768241.38
ec,2010,637308.66
ec,2011,598119.43
ec,2012,450609.99
ec,2013,596257.49
ec,2014,627428.22
ec,2015,307380.19
ec,2016,277987.26
ec,2017,202414.82
ec,2018,135677.33
ec,2019,93394.91
esdc,2010,1447023.48
esdc,2011,1375779.62
esdc,2012,1403116.32
esdc,2013,718844.48
esdc,2014,10871136.72
esdc,2015,10702203.79
esdc,2016,10418968.06
esdc,2017,10387701.72
esdc,2018,10387701.72
esdc,2019,10387701.72
fcac,2010,27385.83
fcac,2011,27385.83
fcac,2012,27385.83
fcac,2013,17603.67
fcac,2014,17603.67
fcac,2015,17603.67
feddev,2011,5427.36
feddev,2012,5427.36
feddev,2013,5427.36
feddev,2014,5427.36
feddev,2015,1796.67
feddev,2016,1796.67
fin,2010,64113.51
fin,2011,68332.98
fin,2012,67172.30
fin,2013,79208.35
fin,2014,66091.01
fin,2015,34989.04
fin,2016,6561.26
fintrac,2010,28953.10
fintrac,2011,29743.73
fintrac,2012,42969.88
fintrac,2013,54451.53
fintrac,2014,26529.91
fintrac,2015,26529.91
fintrac,2016,14574.91
fintrac,2017,7682.61
fintrac,2018,20352.11
fintrac,2019,17182.84
gac,2010,68150.68
gac,2011,64443.70
gac,2012,43084.72
gac,2013,23084.72
gac,2014,2045.30
gac,2015,2045.30
gac,2019,11844.52
hc,2010,43118.22
hc,2011,234247.21
hc,2012,591554.39
hc,2013,583261.70
hc,2014,901724.18
hc,2015,839323.77
hc,2016,858975.09
hc,2017,1086475.37
hc,2018,1296509.90
hc,2019,909307.69
iaac,2010,89570.79
iaac,2011,73167.53
iaac,2012,69115.25
iaac,2013,119235.56
iaac,2014,98380.75
iaac,2015,90031.13
iaac,2016,92517.08
iaac,2017,81126.61
iaac,2018,80898.86
iaac,2019,35205.18
ic,2010,372964.08
ic,2011,278122.25
ic,2012,399712.50
ic,2013,50230.00
ic,2014,22098.50
ic,2015,2477.50
ic,2016,2477.50
ic,2017,2477.50
ic,2018,1504734.44
ic,2019,1536307.61
inac,2010,22361.64
inac,2011,41207.52
inac,2012,41207.52
inac,2013,84103.88
inac,2014,161823.84
inac,2015,230112.79
inac,2016,330132.93
inac,2017,82043.85
inac,2018,243596.93
inac,2019,221581.21
infra,2010,26666.72
infra,2011,26666.72
infra,2014,8069.10
infra,2015,6780.76
infra,2016,6780.76
infra,2017,9796.88
infra,2018,12254.21
infra,2019,12350.08
irb,2019,35134.84
ircc,2010,247431.22
ircc,2011,297963.76
ircc,2012,759269.76
ircc,2013,426442.88
ircc,2014,284191.43
ircc,2015,607660.93
ircc,2016,622130.30
ircc,2017,87049.12
ircc,2018,476206.89
ircc,2019,910429.14
isc,2016,11757.82
isc,2017,11757.82
isc,2018,11757.82
isc,2019,33475.90
just,2010,289741.09
just,2011,223503.14
just,2012,207062.51
just,2013,202994.80
just,2014,92134.24
just,2015,217351.92
just,2016,179929.76
just,2017,118900.60
just,2018,122784.34
just,2019,135396.18
lac,2012,1856.83
lac,2013,1856.83
lac,2014,1856.83
lac,2015,-1612.33
lac,2016,4273.17
lac,2017,4273.17
mpcc,2016,4908.01
mpcc,2017,4908.01
mpcc,2018,4908.01
mpcc,2019,4908.01
nfb,2019,8048.25
nrc,2010,14184.10
nrc,2011,22436.17
nrc,2012,83379.18
nrc,2013,164922.98
nrc,2014,270119.98
nrc,2015,261966.48
nrc,2016,204331.00
nrc,2017,150278.85
nrc,2018,216794.06
nrc,2019,394213.58
nrcan,2012,64483.10
nrcan,2013,38249.18
nrcan,2014,33112.72
nrcan,2015,36706.87
nrcan,2016,38358.88
nrcan,2017,20069.64
nrcan,2018,21264.02
nrcan,2019,15261.48
pbc,2010,12904.17
pbc,2011,15845.17
pbc,2012,24847.33
pbc,2013,24847.33
pbc,2014,49302.83
pbc,2015,63408.80
pbc,2016,58051.62
pbc,2017,65448.32
pbc,2018,50609.00
pbc,2019,76631.16
pc,2010,283787.98
pc,2011,229654.01
pc,2012,274144.68
pc,2013,274425.93
pc,2014,349373.21
pc,2015,430675.75
pc,2016,365477.52
pc,2017,334679.05
pc,2018,339358.90
pc,2019,368998.31
pch,2010,539768.83
pch,2011,462196.28
pch,2012,439728.59
pch,2013,415393.64
pch,2014,357038.74
pch,2015,338393.04
pch,2016,306124.75
pch,2017,23662.28
pch,2018,2080.00
pco,2010,312488.29
pco,2011,352902.18
pco,2012,257015.39
pco,2013,1154867.48
pco,2014,364169.83
pco,2015,280493.78
pco,2016,274386.36
pco,2017,-233102.04
pco,2018,141433.26
pco,2019,1115675.51
phac,2010,31714.03
phac,2011,194891.29
phac,2012,554109.01
phac,2013,680186.79
phac,2014,1002685.01
phac,2015,1159810.06
phac,2016,1152523.08
phac,2017,950826.26
phac,2018,600113.26
phac,2019,337667.90
ppsc,2010,71829.02
ppsc,2011,52321.15
ppsc,2012,106151.09
ppsc,2013,113906.79
ppsc,2014,285580.48
ppsc,2015,246927.22
ppsc,2016,276808.29
ppsc,2017,240782.74
ppsc,2018,230428.68
ppsc,2019,271534.98
pptc,2010,83050.58
pptc,2011,113435.16
pptc,2012,496866.30
pptc,2013,359006.13
pptc,2014,397532.18
pptc,2015,378278.70
pptc,2016,376093.22
pptc,2017,376093.22
pptc,2018,207228.34
pptc,2019,207228.34
ps,2010,89699.96
ps,2011,105926.76
ps,2012,115478.43
ps,2013,115478.43
ps,2014,101644.68
ps,2015,124885.44
ps,2016,35453.84
ps,2017,14574.35
ps,2018,83628.41
ps,2019,83628.41
psc,2010,57888.00
psc,2011,256968.00
psc,2012,68095.00
psc,2013,68095.00
psc,2014,87655.00
pspc,2010,370489.21
pspc,2011,482441.94
pspc,2012,559105.19
pspc,2013,582971.71
pspc,2014,635889.14
pspc,2015,534442.93
pspc,2016,433691.47
pspc,2017,354931.20
pspc,2018,340421.50
pspc,2019,331334.69
rcmp,2010,879911.79
rcmp,2011,424289.12
rcmp,2012,570664.20
rcmp,2013,688065.48
rcmp,2014,733286.28
rcmp,2015,798406.78
rcmp,2016,749342.53
rcmp,2017,844774.47
rcmp,2018,591555.05
rcmp,2019,590575.28
ssc,2013,67850.75
ssc,2014,32868.88
ssc,2015,2786306.84
ssc,2016,2791871.43
ssc,2017,1757703.11
ssc,2018,4438005.69
ssc,2019,-214353.32
stats,2010,265012.96
stats,2011,264205.33
stats,2012,254674.40
stats,2013,66905.74
stats,2014,185977.82
stats,2015,265904.99
stats,2016,146020.79
stats,2017,137862.19
stats,2018,137862.19
stats,2019,38049.90
swc,2017,8605.76
swc,2018,18842.06
swc,2019,10236.30
tbs,2010,12006.61
tbs,2011,32635.45
tbs,2012,7023.66
tbs,2013,2494.80
tbs,2015,116684.71
tbs,2016,11129.32
tc,2010,259963.61
tc,2011,276380.77
tc,2012,359517.47
tc,2013,2328617.17
tc,2014,2475259.16
tc,2015,499771.57
tc,2016,-939294.40
tc,2017,1970120.00
tc,2018,960646.71
tc,2019,9038935.26
vac,2012,9142.35
vac,2013,11922.07
vac,2014,11922.07
vac,2015,15233.13
vac,2016,10934.75
vac,2017,17065.76
vac,2018,20166.34
vac,2019,19745.05
wage,2018,15379.82
wage,2019,15379.82
wd,2019,49373.73
