gen_vendor_normalized,total_entries,total_contracts,total_amendments
LUMINA IT,186,76,110
THE AIM GROUP,163,74,89
DONNA CONA,147,82,65
MAXXAM ANALYTICAL INTERNATIONAL,120,90,30
WATERS,105,102,3
UNIVERSITY OF GUELPH,103,89,14
FISHER SCIENTIFIC,102,102,0
ALTIS HUMAN RESOURCES,101,69,32
FISHER SCIENTIFIC COMPANY,95,94,1
VWR INTERNATIONAL,89,87,2
CANADIAN CORPS OF COMMISSIONAIRES,86,77,9
LIFE TECHNOLOGIES,83,82,1
IBISKA TELECOM,64,37,27
BIO RAD LABORATORIES CANADA,63,56,7
SILLIKER JR LABORATORIES UL,60,34,26
SILLIKER JR LABORATORIES,58,33,25
INTERBIOS,54,41,13
AMITA,54,27,27
AGILENT,54,53,1
ILLUMINA CANADA,53,51,2
PACIFIC RIM LABORATORIES,50,47,3
THERMO FISHER SCIENTIFIC,50,46,4
V W R INTERNATIONAL,50,50,0
MAXXAM ANALYTICS INTERNATIONAL,50,39,11
TDV GLOBAL,46,37,9
XEROX,44,33,11
ALS LABORATORY GROUP,43,41,2
CANON,40,25,15
NORTHERN MICRO,40,38,2
MICROSOFT CANADA,39,36,3
BIO RAD,38,37,1
EXCEL HUMAN RESOURCES,37,27,10
FISHER SCIENTIFIQUE,37,37,0
QMR,37,21,16
GARTNER,36,36,0
GENERAL MOTORS,35,34,1
QIAGEN CANADA,34,34,0
ORACLE CANADA,34,30,4
SILLIKER JR LABS,34,12,22
MAXXAM ANALYTICS,34,16,18
STERIS CANADA,33,32,1
BUREAU VERITAS CANADA 2019,31,15,16
NISHA TECHONOLOGIES,31,29,2
MAPLESOFT CONSULTING,31,9,22
IBM CANADA,30,29,1
AB SCIEX,30,28,2
FLEX TECH SERVICES,29,12,17
D4IS SOLUTIONS,26,10,16
CHARM SCIENCES,25,25,0
CHRYSLER CANADA,25,23,2
SGS CANADA VANCOUVER,25,21,4
NISSAN CANADA,24,24,0
LEICA MICROSYSTEMS CANADA,24,24,0
QUALICUM SCIENTIFIC,23,17,6
ESBE SCIENTIFIC INDUSTRIES,23,23,0
HMCS,22,15,7
MANDEL SCIENTIFIC COMPANY,22,22,0
FORD MOTOR COMPANY,22,22,0
CARO ANALYTICAL SERVICES,22,14,8
MINDWIRE SYSTEMS,20,9,11
SYSTEMSCOPE,20,10,10
INTEGRA NETWORKS,20,13,7
AVI SPL CANADA,20,17,3
SANIMAX,19,7,12
STANTEC,19,15,4
GETINGE CANADA,19,18,1
BIOMERIEUX CANADA,19,19,0
