gen_vendor_normalized,total_entries,total_contracts,total_amendments
CANON,90,81,9
EXCEL HUMAN RESOURCES,48,44,4
ALTIS HUMAN RESOURCES,28,16,12
NORTHERN MICRO,28,27,1
INSIGHT SOFTWARE CANADA,24,24,0
CANADIAN CORPS OF COMMISSIONAIRES,17,15,2
CBCI TELECOM CANADA,17,17,0
QMR,14,13,1
IT NET CONSULTANTS,14,6,8
GARTNER,14,13,1
ABI ADVANCED BUSINESS INTERIORS,12,12,0
ORACLE CANADA,11,10,1
SIMPLEX GRINNELL,11,5,6
TEKNION,11,11,0
IBM CANADA,11,10,1
BDO CANADA,11,9,2
CEDROM SNI,11,10,1
NISHA TECHONOLOGIES,10,7,3
CGI,9,2,7
DELOITTE AND TOUCHE,9,6,3
ACME FUTURE SECURITY CONTROLS,9,6,3
CANADIAN PRESS ENTERPRISES,8,5,3
SOFTCHOICE,8,7,1
MEDIA Q,8,7,1
RICOH,8,8,0
CORADIX TECHNOLOGY CONSULTING,8,5,3
XEROX,8,5,3
3755479 CANADA,7,6,1
THE RIGHT DOOR CONSULTING,7,5,2
GRAYBRIDGE INTERNATIONAL CONSULTING,7,2,5
CONTRACT COMMUNITY,7,4,3
INFO TECH RESEARCH GROUP,7,7,0
RAYMOND CHABOT GRANT THORNTON,7,7,0
ADVANCED BUSINESS INTERIORS,6,6,0
MICROSOFT CANADA,6,5,1
CDW CANADA,6,6,0
SAMSON ASSOCIATES CPA CONSULTING,6,6,0
ERNST YOUNG,6,5,1
GCSTRATEGIES,6,2,4
RUTHERFORD MCKAY ASSOCIATES,5,2,3
NOVA VISUAL PRODUCTS,5,5,0
STEELCASE CANADA,5,5,0
JIM PATTISON INDUSTRIES,5,4,1
KPMG,5,5,0
ODGERS BERNDTSON,5,4,1
ANTHONY MACAULEY ASSOCIATES,5,5,0
ESRI,5,5,0
MARKETWIRE CANADA,5,5,0
QUALLIUM,5,2,3
SYSTEMSCOPE,4,4,0
HAWORTH,4,4,0
ACCESS INFORMATION AGENCY,4,2,2
ESPATIAL SOLUTIONS,4,4,0
SIGNATURE SUR LE SAINT LAURENT,4,2,2
ADIRONDACK INFORMATION MANAGEMENT,4,3,1
