vendor_normalized,effective_year,sum_yearly_value
ALTIS HUMAN RESOURCES,2017,23431.28
ALTIS HUMAN RESOURCES,2018,24327.31
ALTIS HUMAN RESOURCES,2019,148797.64
BARBARA MCISAAC LAW,2017,79135.08
BARBARA MCISAAC LAW,2018,79135.08
BARBARA MCISAAC LAW,2019,66666.33
DELL COMPUTER,2017,74003.50
DELL COMPUTER,2018,256214.41
DELL COMPUTER,2019,155819.43
FORD MOTOR COMPANY,2018,50135.80
FORD MOTOR COMPANY,2019,122377.05
GENERAL ELECTRIC CANADA,2019,238321.80
I4C INFORMATION TECHNOLOGY CONSULTING,2018,114975.00
I4C INFORMATION TECHNOLOGY CONSULTING,2019,104800.58
MICROSOFT CANADA,2017,59236.89
MICROSOFT CANADA,2018,57485.05
MICROSOFT CANADA,2019,58766.81
NISHA TECHONOLOGIES,2019,158375.61
NORTHERN MICRO,2017,11644.90
NORTHERN MICRO,2018,152761.47
VERSACOM,2017,96717.66
VERSACOM,2018,76650.00
VERSACOM,2019,166650.00
