owner_acronym,effective_year,sum_yearly_value
cnsc,2010,21262.50
cnsc,2017,10170.00
csa,2013,106381.77
csa,2014,106381.77
csa,2015,106381.77
csa,2016,106381.77
csc,2011,1667089.00
csc,2012,1667089.00
csc,2013,1667089.00
csc,2014,1667089.00
csc,2015,11443623.00
csc,2016,11443623.00
csc,2017,508176.90
dfo,2016,156250.00
dfo,2017,275000.00
dfo,2018,320000.00
dfo,2019,94328.75
dnd,2015,59890.00
dnd,2019,73507.97
ec,2013,361270.00
ec,2014,91957.38
ec,2015,53731.50
ec,2016,146439.50
ec,2017,146439.50
ec,2018,92708.00
esdc,2018,61839.00
gac,2011,40680.00
gac,2013,40134.78
gac,2014,9760.38
hc,2013,62500.30
hc,2014,34408.50
hc,2015,79698.79
hc,2016,191189.11
hc,2017,111490.32
hc,2018,111490.32
inac,2014,24029.78
inac,2015,11871.17
inac,2016,908289.53
inac,2017,800223.46
inac,2018,1182532.47
inac,2019,551122.60
ircc,2012,70935.75
ircc,2013,70935.75
ircc,2014,72885.00
ircc,2015,147498.90
ircc,2016,151092.30
ircc,2017,76478.40
isc,2017,444397.39
isc,2018,631633.85
isc,2019,748740.52
just,2019,317038.98
nrcan,2016,176156.27
nrcan,2017,176156.27
nrcan,2018,123569.27
nrcan,2019,123569.27
nserc,2019,167556.40
pc,2015,24719.63
pc,2017,360772.45
pc,2018,267225.71
pc,2019,582492.39
phac,2013,17204.25
phac,2014,17204.25
ppsc,2013,12712.50
pspc,2010,6204025.16
pspc,2011,13353011.91
pspc,2012,10169507.53
pspc,2013,8985870.71
pspc,2014,20416886.18
pspc,2015,27263440.51
pspc,2016,24461038.09
pspc,2017,27850990.94
pspc,2018,27939108.65
pspc,2019,32527530.37
rcmp,2013,11500.00
ssc,2013,276496.88
ssc,2014,206696.78
ssc,2015,1451391.78
ssc,2016,1130000.00
tbs,2019,96050.00
tc,2013,111870.00
tc,2014,106785.00
tc,2015,36838.00
