owner_acronym,effective_year,sum_yearly_value
cgc,2019,24908.52
cnsc,2011,43641.84
cnsc,2012,43641.84
cpc,2018,163390.09
cpc,2019,29186.77
dfo,2017,218893.50
dnd,2011,155934.45
dnd,2012,532997.90
dnd,2013,1484250.58
dnd,2014,2970504.88
dnd,2015,5079419.10
dnd,2016,6307816.68
dnd,2017,5692757.21
dnd,2018,15542130.40
dnd,2019,17173323.93
ec,2012,215415.00
ec,2013,690644.80
ec,2014,982109.80
ec,2015,249090.00
esdc,2013,1497760.25
esdc,2014,1902547.25
esdc,2015,329359.50
esdc,2019,17953.35
gac,2012,49766.00
gac,2018,542938.24
hc,2013,1017380.43
hc,2014,1017380.43
hc,2015,1095587.74
hc,2016,550536.01
ic,2017,24726.59
ijc,2019,9009.49
irb,2019,219948.23
ircc,2010,110849.61
ircc,2011,207720.28
ircc,2012,96870.67
pch,2010,18079.07
pch,2011,18227.13
pch,2012,66370.50
pco,2018,6941.54
pco,2019,6941.54
phac,2012,291506.10
phac,2013,236136.10
phac,2015,550536.01
phac,2016,550536.01
phac,2018,5298.83
phac,2019,5298.83
rcmp,2014,654828.30
rcmp,2017,82052.69
rcmp,2018,68414.26
rcmp,2019,6153819.28
ssc,2012,102912.57
ssc,2013,575117.16
ssc,2014,9555901.54
ssc,2015,3130845.36
ssc,2016,5695157.89
ssc,2017,14032975.17
ssc,2018,7451637.77
ssc,2019,11692471.84
tc,2014,18580.59
tc,2015,18580.59
