vendor_normalized,sum_effective_value
CANADIAN CORPS OF COMMISSIONAIRES,360643035.38
CONTEMPORARY SECURITY CANADA,279437583.88
MOTOROLA SOLUTIONS CANADA,260388096.99
GENERAL MOTORS,192232975.26
FORD MOTOR COMPANY,185575032.69
IBM CANADA,83165546.79
LEVAERO AVIATION,58657103.55
NISHA TECHONOLOGIES,48610845.53
TELUS CANADA,47445190.25
ADGA GROUP,45541868.50
BELL CANADA,43483212.40
SI SYSTEMS,39374206.41
TOYOTA CANADA,38315339.98
PANASONIC,38168754.21
MTS ALLSTREAM,37602188.83
PCL CONSTRUCTORS,36571657.58
HOLLAND AMERICA LINE,36529416.75
FCA CANADA,36015292.31
HARRIS,33959468.06
GENERAL DYNAMICS,33364859.28
CARNIVAL CRUISE LINES,27816250.00
TELECOM COMPUTER SERVICES,26827581.31
AIRBUS HELICOPTERS CANADA,26823375.25
MINDWIRE SYSTEMS,26636019.50
CGI,24022444.04
GOVERNMENT OF THE NWT,23189000.00
HYPERTEC,22722429.26
QUOREX CONSTRUCTION SERVICES,22334180.20
CDW CANADA,21440698.65
MICROSOFT CANADA,21388304.93
CA CANADA COMPANY,21370508.55
LAVAL FORTIN,19802505.47
HEWLETT PACKARD,19072508.40
COGENT SYSTEMS,19048848.66
GENESIS INTEGRATION,18703469.68
QUOREX CONSTRUCTION SEVICES,18486859.23
DISTRICT OF WEST KELOWNA,18399556.41
NISSAN CANADA,17888805.76
COLT CANADA,17651891.76
NORTHERN MICRO,17532828.70
VERITAAQ TECHNOLOGY HOUSE,17340818.71
FUJITSU,17286289.18
PICHE BROS CONTRACTING,17203923.48
SOFTCHOICE,16920275.16
PRATT WHITNEY CANADA,16720875.47
JOHNSON CONTROLS CANADA,16634874.32
LES DISTRIBUTEURS R NICHOLLS,16572354.23
ORACLE CANADA,15599467.69
TIREE,15398959.23
DAVTECH ANALYTICAL SERVICES,15381748.03
ROCKWELL COLLINS GOVERNMENT,15122931.25
WATCHGUARD VIDEO,14832660.22
CONSTRUCTION RIC 9206,14660890.48
THE RECREATION ASSOCIATION,14644164.75
MEGA TECH,14371254.82
XEROX,13632134.01
