vendor_normalized,effective_year,sum_yearly_value
ACART COMMUNICATIONS,2013,2921885.16
ACART COMMUNICATIONS,2014,2921885.16
ACART COMMUNICATIONS,2015,2921885.16
ACART COMMUNICATIONS,2016,2921885.16
ACART COMMUNICATIONS,2017,2921885.16
ACART COMMUNICATIONS,2018,3332624.74
ACART COMMUNICATIONS,2019,2921885.16
ALTIS HUMAN RESOURCES,2016,317263.93
ALTIS HUMAN RESOURCES,2017,317263.93
ALTIS HUMAN RESOURCES,2018,1313510.12
ALTIS HUMAN RESOURCES,2019,1752889.25
BELL CANADA,2017,11086.96
BELL CANADA,2018,7003060.49
BELL CANADA,2019,6990010.32
CERIDIAN CANADA,2014,445953.97
CERIDIAN CANADA,2015,445953.97
CERIDIAN CANADA,2016,445953.97
CERIDIAN CANADA,2017,852624.00
CERIDIAN CANADA,2018,852624.00
CERIDIAN CANADA,2019,445953.97
CORADIX TECHNOLOGY CONSULTING,2015,595472.78
CORADIX TECHNOLOGY CONSULTING,2016,759455.87
CORADIX TECHNOLOGY CONSULTING,2017,2083730.76
CORADIX TECHNOLOGY CONSULTING,2018,1895840.03
CORADIX TECHNOLOGY CONSULTING,2019,420647.54
COSSETTE COMMUNICATIONS,2014,5395612.50
COSSETTE COMMUNICATIONS,2015,5395612.50
COSSETTE COMMUNICATIONS,2016,5395612.50
COSSETTE COMMUNICATIONS,2017,5395612.50
COSSETTE COMMUNICATIONS,2018,5395612.50
COSSETTE COMMUNICATIONS,2019,5395612.50
IBM CANADA,2015,241420.19
IBM CANADA,2016,346142.42
IBM CANADA,2017,7011521.13
IBM CANADA,2018,7370340.78
IBM CANADA,2019,7462869.84
ORACLE CANADA,2017,550018.92
ORACLE CANADA,2018,1447943.19
ORACLE CANADA,2019,1362715.04
PRICEWATERHOUSE COOPERS,2015,692189.55
PRICEWATERHOUSE COOPERS,2016,692189.55
PRICEWATERHOUSE COOPERS,2017,692189.55
PRICEWATERHOUSE COOPERS,2018,692189.55
PRICEWATERHOUSE COOPERS,2019,692189.55
RAYMOND CHABOT GRANT THORNTON,2017,82782.00
RAYMOND CHABOT GRANT THORNTON,2018,1780883.70
RAYMOND CHABOT GRANT THORNTON,2019,1780883.70
